X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
0.110265	0.011915	-0.157119	-0.167138	0.037043	-0.181863	-0.101813	-0.141429	-0.093827	-0.092445	-0.033136	-0.116278	-0.107888	-0.034469	-0.113429	-0.114280	-0.279111	-0.261665	-0.191743	-0.234962
-0.864405	-1.578320	1.077869	2.847294	0.080575	1.198929	0.536701	-0.213224	-0.814036	-1.043080	-0.300416	-0.243483	-0.461355	0.767125	-1.387974	-0.369301	0.542806	1.175792	-1.151386	-0.440910
-1.280497	-2.169257	1.475798	2.888016	-0.127832	0.753079	-0.131863	-0.670638	-1.426548	-1.968136	-0.738267	-1.045502	-0.852576	0.803692	-2.058784	-0.480319	-0.111950	0.848861	-1.511212	-0.465297
-0.987642	-1.473864	0.883247	0.288727	-0.355912	-0.894923	-1.436104	-1.183876	-1.505771	-2.203303	-0.889353	-1.731464	-0.992529	0.223617	-1.661203	-0.203753	-1.413931	-0.552469	-1.047580	-0.260894
-0.330094	-0.123029	-0.223636	-2.082247	-0.307742	-1.642005	-1.646373	-1.078836	-0.752058	-1.146285	-0.067588	-0.898573	-0.721553	-0.357005	-0.495666	0.292231	-1.446402	-1.001881	-0.215669	-0.008884
0.177909	0.867248	-1.237289	-2.297896	-0.242071	-0.786365	-0.439750	-0.310802	0.366450	0.640278	1.546521	1.314011	-0.431407	-0.725623	0.277757	0.277352	-0.061464	-0.073184	0.169460	0.000253
0.311036	0.962834	-1.666096	-1.000494	-0.592492	0.284035	0.700468	0.393640	0.905292	1.767567	2.602083	2.880980	-0.457788	-0.910919	-0.089012	-0.526625	0.963793	0.654606	-0.128513	-0.263652
0.283562	0.476409	-1.191197	0.212014	-1.064925	0.281320	0.652218	0.484402	0.547468	1.583276	1.857810	2.176931	-0.339221	-0.600611	-0.772461	-1.147069	0.564976	0.124743	-0.404414	-0.379411
0.428101	0.076231	0.019361	0.726024	-0.812573	-0.302578	0.111007	0.248825	0.035137	0.803975	-0.244492	-0.001640	0.525567	0.410885	-0.354375	-0.465465	-0.250376	-0.678468	0.028225	0.068694
0.754925	0.048117	1.122272	0.823509	0.295814	-0.255907	0.282306	0.253983	0.171709	0.363529	-1.815672	-1.416326	1.580886	1.354583	1.061918	0.992552	-0.143150	-0.394583	0.791444	0.792985
0.925417	0.153434	1.305287	0.705798	1.247663	0.489916	0.984615	0.504074	0.710861	0.271115	-1.573517	-1.065947	1.512789	1.099858	1.783843	1.471634	0.640015	0.616694	0.931231	0.963969
0.687920	0.112458	0.782635	0.449519	1.139828	0.961872	1.033358	0.561439	0.759175	0.071527	-0.227960	-0.060619	0.214955	-0.155547	0.909329	0.444991	0.912507	0.933989	0.302314	0.324631
0.202239	-0.022001	0.515357	0.416175	0.328589	0.739841	0.129786	0.288400	0.120560	-0.173724	0.530428	0.136581	-0.733212	-0.843667	-0.350092	-0.537876	0.356557	0.248964	-0.233539	-0.272956
-0.187612	-0.049967	0.818706	0.903262	-0.182443	0.501609	-0.667530	0.041960	-0.412480	-0.104381	0.044008	-0.519676	-0.181367	-0.152401	-0.428417	-0.112586	-0.219441	-0.298849	-0.057317	0.089062
-0.394844	0.015335	0.934379	1.536586	-0.097514	0.861765	-0.462927	0.144080	-0.203224	0.100796	-0.818494	-1.009320	0.958250	0.817639	0.467575	0.928365	-0.139188	0.133419	0.422866	1.086168
-0.600257	-0.024125	0.266242	1.568320	0.031771	1.400695	0.277918	0.442190	0.384207	-0.099235	-1.011948	-0.791145	1.064851	0.742039	0.927032	0.954410	0.340456	1.007015	0.481197	1.460540
-0.828639	-0.201620	-0.632078	0.781928	-0.149721	1.283499	0.475950	0.499796	0.589278	-0.673635	-0.550021	-0.360898	0.093835	-0.000463	0.397300	-0.047467	0.532441	1.308645	0.062366	0.633097
-0.768346	-0.267022	-0.780301	-0.221636	-0.241454	0.460644	-0.066300	0.120540	0.301157	-0.921243	-0.175428	-0.353957	-0.500269	-0.079222	-0.311370	-0.570404	0.235820	0.873506	-0.298672	-0.493915
-0.202300	-0.024730	-0.051290	-0.660676	0.227586	-0.264238	-0.523149	-0.440202	0.069790	-0.404540	-0.222928	-0.654087	0.165835	0.707921	-0.350086	0.200940	-0.077397	0.376370	-0.289978	-0.609461
0.503481	0.316067	0.736867	-0.329115	0.918747	-0.291105	-0.320050	-0.788333	0.210277	0.456260	-0.295989	-0.666624	1.309490	1.214515	0.139671	1.372909	0.024875	0.315039	-0.186650	0.387762
0.621280	0.299420	0.772551	0.270397	0.890382	0.077138	0.088259	-0.789021	0.329465	0.861173	-0.013224	-0.170158	1.550367	0.692062	0.376206	1.576205	0.246087	0.436533	-0.373186	1.238461
-0.107185	-0.232102	-0.050403	0.445655	-0.269254	0.110554	-0.001777	-0.592724	-0.092089	0.460217	0.387778	0.471891	0.515630	-0.172144	-0.128593	0.475330	-0.095974	0.166431	-0.720758	0.837160
-0.996409	-0.841884	-1.168775	-0.016396	-1.747966	-0.433507	-0.448938	-0.374417	-0.861882	-0.356787	0.410230	0.841396	-0.832015	-0.239516	-1.037364	-1.070258	-0.982165	-0.643742	-0.633386	-0.430593
-1.022714	-0.856774	-1.731219	-0.651119	-2.179854	-1.077075	-0.474949	-0.160204	-1.108130	-0.823948	-0.014472	0.837607	-1.212963	0.602615	-1.381006	-1.843554	-1.377996	-1.477209	0.260137	-1.136350
0.005079	-0.084616	-1.116635	-0.819039	-1.060324	-1.231840	0.163111	0.076922	-0.256853	-0.439043	-0.519312	0.468751	-0.262314	1.350361	-0.406937	-1.178275	-0.429649	-1.598142	1.563769	-0.488434
1.098973	0.865351	0.473586	-0.407143	0.649018	-0.842960	0.744997	0.234951	1.145717	0.567949	-0.847060	-0.332620	1.087462	1.061978	1.481975	0.487133	1.257872	-0.772920	2.362014	0.761163
1.164327	1.132286	1.901838	0.071525	1.497193	-0.322212	0.548341	0.171784	1.834508	1.331629	-0.996967	-1.353471	1.425676	-0.206901	2.731438	1.736315	2.121600	0.390645	2.030562	1.221537
0.285198	0.540291	1.986570	0.110395	1.078457	0.026390	-0.139997	0.014221	1.166552	1.078297	-0.829993	-1.823532	0.268866	-1.567217	1.997063	1.268797	1.438465	0.921740	0.776181	0.413345
-0.423473	-0.186768	0.741955	-0.199655	0.345307	0.274236	-0.425767	0.108742	-0.129254	-0.081448	-0.066747	-1.075700	-1.324284	-2.098131	-0.319822	-0.704934	0.095781	0.454288	-0.596470	-0.890028
-0.238002	-0.292992	-0.523621	-0.349303	0.343817	0.565937	-0.059604	0.498989	-0.768411	-1.144189	1.045620	0.471825	-1.783919	-1.517024	-2.187091	-2.357912	-0.552901	-0.319353	-1.336527	-1.684488
0.351438	0.122881	-0.605888	-0.105998	0.987471	0.829009	0.291446	0.734678	-0.342886	-1.172282	1.551621	1.537708	-0.740121	-0.368260	-1.919180	-2.007414	-0.135504	-0.350884	-1.173726	-1.625051
0.445477	0.365846	0.269053	0.177902	1.352550	0.914961	0.098256	0.442974	0.360532	-0.293440	0.811082	1.374637	0.569865	0.383449	0.037939	0.024899	0.609582	0.543125	-0.373250	-0.931422
-0.054161	0.150168	0.799493	0.014140	0.905770	0.816630	-0.310305	-0.168182	0.424883	0.413856	-0.488883	0.489669	0.752777	0.195570	1.603582	1.729793	0.758209	1.365714	0.418666	0.016344
-0.475126	-0.078433	0.176238	-0.636506	0.005787	0.571146	-0.412905	-0.650433	-0.159314	0.133382	-0.892899	-0.225785	-0.188410	-0.515255	1.362541	1.662989	0.031518	1.068507	0.566071	0.748622
-0.402352	0.105674	-1.067675	-1.370786	-0.713358	0.124170	-0.371567	-0.888527	-0.652788	-0.753994	0.172143	-0.548405	-1.092264	-0.853305	-0.006595	0.412975	-1.011862	-0.136361	-0.013305	0.807438
-0.127134	0.476482	-1.806201	-1.787010	-0.982248	-0.471637	-0.650071	-0.957223	-0.514282	-1.157643	1.699127	-0.700710	-1.175251	-0.466979	-0.815018	-0.440153	-1.387136	-0.962084	-0.669617	0.203817
0.000000	0.592993	-1.533519	-1.685567	-0.853251	-0.843418	-1.014340	-0.639050	0.092736	-0.552907	2.241100	-0.557722	-0.706266	0.200974	-0.434713	-0.299651	-0.501087	-0.571939	-0.558625	-0.343183
0.157849	0.561822	-0.649457	-0.952367	-0.485817	-0.606326	-0.674885	0.338542	0.685292	0.572792	1.441126	0.198134	-0.128289	0.699473	0.296012	0.148497	1.162968	0.483922	0.508940	-0.013434
0.657385	0.868543	0.115681	0.340858	-0.194481	0.089178	0.460624	1.557003	1.022659	1.484782	0.153612	1.235074	0.690251	1.107092	0.516366	0.294220	2.269945	1.035349	1.733691	1.128540
1.259309	1.505278	0.261735	1.641437	-0.317459	0.615593	1.396449	2.001973	1.120291	1.956737	-0.668050	1.677812	1.834844	1.533506	0.363339	0.348299	1.836129	0.634185	1.974492	1.998487
