X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
0.096429	0.062949	-0.065349	0.050787	0.054881	0.064919	0.018082	-0.080999	0.037140	0.296565	0.211384	0.176934	-0.047992	-0.012933	-0.042599	0.015525	-0.051479	-0.045358	0.065200	0.051798
0.614314	-0.003527	-0.184432	-1.114757	-0.038264	-0.080247	-1.234041	-1.317130	-0.763745	-1.782874	0.210697	-1.523874	-0.204000	-1.632295	-1.962434	-0.937469	-0.601916	-0.553500	-1.136911	-1.236340
0.244972	-0.234238	-0.113239	-1.361703	0.186014	0.067279	-1.023576	-1.202261	-0.934046	-1.840287	0.546994	-1.505047	-0.396394	-1.628862	-1.743979	-0.632298	-0.369855	-0.226990	-1.035284	-1.188647
-0.228198	-0.441710	-0.028699	-0.896783	0.465594	0.363929	0.118546	-0.166376	-0.582408	-0.492558	0.959512	-0.226667	-0.568060	-0.385063	-0.290080	0.273672	0.297541	0.621875	-0.088008	-0.198815
0.228044	-0.361796	-0.206484	-0.590867	0.310637	0.375583	0.528794	0.270595	-0.282585	0.138111	0.918044	0.484053	-0.574557	0.347832	0.034866	0.330725	0.495825	0.939862	0.263465	0.266598
0.836325	-0.109823	-0.510549	-0.684055	-0.202116	-0.011584	-0.232356	-0.362622	-0.295088	-0.534891	0.346379	-0.093820	-0.346257	-0.191045	-0.944564	-0.409936	0.053442	0.293355	-0.350460	-0.299731
0.048959	-0.028633	-0.483858	-0.593686	-0.450451	-0.366422	-0.935862	-0.950934	-0.420804	-1.034963	-0.290445	-0.895135	-0.025809	-0.943636	-1.160138	-0.591282	-0.434051	-0.670470	-0.885735	-0.898288
-1.786885	-0.135008	0.016412	-0.000609	-0.142874	-0.286408	-0.562533	-0.509625	-0.458430	-0.206896	-0.504382	-0.733193	0.169934	-0.726773	0.271042	0.215103	-0.602566	-1.124489	-0.489168	-0.536241
-2.438329	-0.071127	0.560864	0.554611	0.298606	0.049967	0.358420	0.439296	-0.362626	1.146191	-0.203706	0.255157	0.225540	0.175256	1.613693	0.835799	-0.585183	-0.920316	0.429152	0.484355
-0.716348	0.306410	0.615499	0.424810	0.406954	0.195779	0.709011	0.741544	-0.039703	1.453097	0.274238	1.036572	0.313883	0.698056	1.137300	0.315534	-0.371295	-0.401185	0.952537	1.144245
1.760853	0.596974	0.064355	-0.267203	0.267464	0.114551	0.415639	0.287881	0.530406	0.404986	0.429930	0.945701	0.479736	0.584777	-0.402050	-0.632589	0.304584	0.183246	0.851231	1.039275
2.434292	0.338695	-0.757539	-0.797633	0.189004	0.201300	0.410378	0.079330	0.981387	-0.832642	0.043863	0.208466	0.505920	0.472625	-0.942131	-0.589262	1.292205	0.776942	0.612759	0.635681
0.919493	-0.341148	-1.323947	-0.616809	0.164956	0.638839	1.134154	0.744302	0.850000	-1.097428	-0.552876	-0.443606	0.192003	0.708681	0.120948	0.641610	1.874964	1.281292	0.608799	0.441930
-0.594305	-0.825283	-1.207243	0.203842	-0.015731	0.995587	1.796966	1.641610	0.263201	-0.366432	-0.761182	-0.370171	-0.329996	0.913564	1.409004	1.657400	1.565215	1.498736	0.663882	0.432060
-0.144668	-0.752413	-0.405404	1.081697	-0.362007	0.648223	1.412699	1.681031	-0.082111	0.519084	-0.334664	0.551852	-0.680318	0.794795	1.497059	1.057782	0.670600	1.268048	0.432464	0.334404
1.575832	-0.435444	0.507722	1.375248	-0.684881	-0.405084	0.118822	0.671911	0.194681	0.834276	0.357385	1.740685	-0.642748	0.680224	0.491545	-0.884847	-0.172064	0.553868	-0.070583	0.134978
2.203661	-0.399536	0.787614	0.889288	-0.877909	-1.353044	-0.993313	-0.512873	0.620567	0.545798	0.717379	2.193379	-0.397511	0.847007	-0.467291	-2.435729	-0.732417	-0.514778	-0.454423	0.066582
0.739883	-0.628420	0.255571	0.026143	-0.930957	-1.387501	-1.166171	-0.999108	0.499181	0.131090	0.487701	1.327200	-0.253811	0.833082	-0.687922	-2.240893	-1.142206	-1.564489	-0.411653	0.209438
-1.253570	-0.531317	-0.467356	-0.615735	-0.724741	-0.609943	-0.636081	-0.765487	-0.136186	-0.004220	-0.086661	-0.297578	-0.217730	0.069001	-0.494405	-0.664113	-1.311648	-2.003742	-0.077954	0.322044
-1.686607	0.230703	-0.603773	-0.791814	-0.096687	0.149017	-0.055560	-0.369727	-0.592170	0.064891	-0.526360	-1.329089	-0.009485	-1.010479	-0.512398	0.802133	-0.876690	-1.399746	0.149471	0.142031
-0.466659	1.099095	-0.039425	-0.692563	0.808132	0.377600	0.283369	-0.156306	-0.477388	-0.048883	-0.450010	-0.938976	0.463775	-1.242032	-0.782623	1.151717	0.159572	-0.001422	0.119204	-0.236633
0.658931	1.115855	0.631895	-0.519229	1.473491	0.385270	0.478855	-0.019604	-0.125044	-0.485452	0.215408	0.295488	0.864235	-0.291242	-0.704985	0.641821	1.144001	1.263084	0.084785	-0.418480
0.470327	0.072684	0.821847	-0.187957	1.467556	0.641793	0.585557	0.177890	0.041810	-0.911419	1.112848	1.008455	0.796706	0.680982	0.190945	0.137715	1.422047	1.544665	0.256640	-0.191144
-0.428139	-1.153139	0.499828	0.390533	0.852572	0.988268	0.481930	0.310644	0.037863	-0.974629	1.542311	0.488459	0.289388	0.369388	1.474993	0.052183	1.014522	0.814033	0.371549	0.131330
-0.890413	-1.566175	0.016507	0.898382	0.021106	0.853326	0.138243	0.221893	-0.071480	-0.796129	0.938202	-0.685262	-0.271003	-0.963937	2.002465	0.077308	0.362108	-0.262245	-0.019985	0.005190
-0.899282	-1.116610	-0.370601	0.818340	-0.726404	0.107280	-0.246851	-0.003002	-0.553526	-0.743451	-0.516963	-1.417449	-0.596193	-1.706948	1.117693	-0.206323	-0.348350	-1.050304	-0.875889	-0.677036
-1.180757	-0.568793	-0.630066	0.133569	-1.258243	-0.667321	-0.485956	-0.204353	-1.481678	-0.794027	-1.792027	-1.237976	-0.701223	-0.882816	-0.435643	-0.729845	-1.190236	-1.344031	-1.582314	-1.375005
-1.689270	-0.475882	-0.768457	-0.454920	-1.420000	-0.823303	-0.621701	-0.425970	-2.144086	-0.471940	-1.758693	-0.551867	-0.693021	0.600097	-1.193621	-1.041903	-1.960391	-1.176142	-1.635949	-1.456600
-1.567551	-0.611133	-0.731224	-0.243829	-1.091049	-0.341452	-0.774618	-0.747714	-1.605447	0.418760	-0.292698	-0.007898	-0.561305	1.060741	-0.582778	-0.854896	-2.130385	-0.631793	-1.144726	-0.854202
-0.636556	-0.447467	-0.495135	0.617889	-0.456668	0.235010	-0.876008	-0.908423	0.108859	1.228015	1.366324	0.094449	-0.268538	0.114438	0.559354	-0.302584	-1.463634	0.049719	-0.533568	-0.060744
0.086038	0.073797	-0.128950	1.206039	0.052534	0.418784	-0.710907	-0.451049	1.808633	1.014708	1.642624	-0.128427	0.051610	-0.931084	1.167955	0.296909	-0.360547	0.508228	-0.017769	0.423798
-0.192600	0.464933	0.269018	0.813325	0.203221	0.187752	-0.226593	0.604104	2.267779	-0.228733	0.225425	-0.364055	0.135195	-0.779948	1.141679	0.729988	0.570981	0.611400	0.424588	0.501261
-0.810653	0.309858	0.603436	-0.295679	0.140275	-0.183808	0.299191	1.470838	1.349858	-1.279337	-1.527353	-0.363890	-0.119372	0.285397	0.977311	0.874143	1.040877	0.564655	0.730776	0.377392
-0.540375	-0.248751	0.726653	-1.270116	0.031199	-0.547961	0.458939	1.272640	-0.056564	-1.007202	-2.016045	-0.189985	-0.484910	0.889434	0.639646	0.578007	1.030207	0.489813	0.674357	0.208212
0.614716	-0.695223	0.485064	-1.668370	-0.198267	-0.987149	0.115140	0.025210	-0.976249	0.204560	-1.066975	-0.185047	-0.629966	0.337219	-0.446237	-0.195325	0.559904	0.161662	0.165636	-0.051338
1.292121	-0.650577	-0.050351	-1.752726	-0.530204	-1.443930	-0.378060	-1.213397	-1.060803	0.917628	0.141614	-0.460711	-0.460254	-0.595612	-2.169554	-1.043267	-0.129368	-0.507393	-0.453916	-0.406996
0.557786	-0.092032	-0.478202	-1.795928	-0.503783	-1.419724	-0.409888	-1.269438	-0.565008	0.524798	0.672189	-0.498687	-0.115600	-0.727599	-3.188237	-1.157134	-0.380075	-0.928762	-0.537432	-0.512152
-0.808761	0.761738	-0.406386	-1.542706	0.334144	-0.381806	0.296923	0.039588	0.091928	0.032994	0.777872	0.287234	0.315632	0.092861	-2.198268	0.008264	0.356894	-0.306162	0.293978	0.145476
-1.259179	1.554885	0.039560	-0.676947	1.614450	1.406839	1.297916	1.682768	0.654168	0.623696	1.074712	1.526642	0.847478	0.966823	0.411279	1.989353	1.679609	1.235578	1.634483	1.530001
-0.384042	1.866865	0.253009	0.462806	2.250476	2.763040	1.764020	2.319082	1.007631	1.941109	1.355947	2.007530	1.296764	1.138574	2.670953	3.432061	2.340174	2.396979	2.484724	2.698725
0.701861	1.499616	-0.111138	1.120449	1.623064	2.629890	1.295099	1.516071	1.004203	2.442752	0.870901	1.143972	1.194722	0.730344	2.924309	3.237952	1.532782	1.958179	2.140972	2.562276
0.913736	0.804182	-0.559867	1.066319	0.398136	1.204807	0.315633	0.100106	0.543451	1.327791	-0.378942	-0.141375	0.284554	0.278139	1.372881	1.675699	-0.072825	0.215311	0.904082	1.107527
0.571159	0.467467	-0.244570	0.875760	-0.163522	-0.241570	-0.392187	-0.731233	-0.096556	-0.491907	-1.314708	-0.473974	-0.926133	0.019304	-0.355258	0.183593	-0.923461	-1.185838	-0.194249	-0.444899
0.760572	0.739212	0.923519	1.092527	0.349705	-0.716362	-0.455170	-0.590456	-0.304125	-1.487134	-1.030277	0.307095	-1.399386	-0.119582	-0.951102	-0.110350	-0.268115	-1.014099	-0.396273	-0.915292
1.587701	1.032713	1.940465	1.440102	1.024527	-0.459464	-0.159658	-0.120750	0.172472	-1.109809	0.004916	1.039569	-0.557514	-0.158699	-0.526557	0.402300	0.978113	0.165000	0.088499	-0.402491
1.809765	0.613417	1.747141	1.209876	0.691783	-0.436100	-0.035355	-0.117842	0.736141	-0.063661	0.411953	0.726919	1.028691	-0.055741	-0.072555	0.320452	1.222649	0.656527	0.389810	-0.010307
0.526735	-0.375567	0.489564	0.323517	-0.692614	-1.068026	-0.281912	-0.624673	0.558083	0.608161	-0.461813	-0.341090	2.126072	0.040794	-0.162127	-1.021140	-0.066691	-0.379298	-0.073213	-0.473853
-1.299268	-0.961907	-0.550511	-0.407601	-1.936650	-1.744034	-0.592253	-0.986631	-0.328006	0.364864	-1.714000	-1.138390	2.039691	-0.131364	-0.461133	-2.645539	-1.833687	-1.969898	-0.981125	-1.374417
-1.717243	-0.517454	-0.367054	-0.266458	-1.877732	-1.614965	-0.491981	-0.694808	-0.977289	-0.569936	-1.881311	-1.226192	1.183100	-0.547003	-0.432094	-3.029762	-2.639926	-2.510667	-1.446242	-1.749821
-0.158826	0.453295	0.641154	0.402443	-0.585809	-0.644588	0.142867	-0.002350	-0.715267	-1.365619	-0.590765	-1.121016	0.405035	-0.829221	-0.126790	-1.885395	-2.139011	-1.589660	-0.935176	-1.213296
1.714179	0.908649	1.169658	0.570600	0.772558	0.312717	0.860245	0.355836	0.014509	-1.192319	1.038830	-1.376286	-0.023135	-0.751332	-0.022287	-0.447130	-1.168211	-0.254327	0.159039	-0.288509
1.916508	0.440456	0.562933	-0.165918	1.138879	0.440638	0.958280	-0.004971	0.273266	-0.042265	1.611138	-1.680807	-0.463573	-0.571973	-0.248340	0.009861	-0.542047	0.434853	0.896303	0.271642
0.497542	-0.369466	-0.438342	-1.028332	0.496055	-0.172680	0.184096	-0.651710	-0.143357	1.170903	0.824175	-1.154197	-1.037027	-0.588017	-0.341526	-0.444155	-0.144455	0.592200	0.750513	0.311616
-0.627548	-0.659050	-0.658867	-0.997035	-0.336678	-0.658073	-0.850625	-0.754348	-0.497257	1.580032	-0.391946	0.488800	-1.176140	-0.558407	0.125845	-0.711407	0.573565	0.977686	0.123757	0.326369
