X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55
-0.027839	-0.098838	-0.128427	-0.028787	0.150315	0.002190	-0.107365	0.086626	0.148081	-0.086637	-0.022127	-0.033478	-0.116359	0.152377	-0.028335	-0.143841	-0.010387	0.055707	-0.041271	-0.007079	-0.035475	0.083742	-0.177874	-0.209409	0.164833	-0.281356	0.150593	-0.078560	-0.163667	0.169994	0.121747	-0.107446	-0.066884	0.079330	-0.068719	-0.158077	0.130714	-0.134963	-0.117841	-0.162775	-0.112304	-0.043562	-0.225932	-0.206721	-0.238792	-0.205493	-0.224924	0.002043	0.115552	-0.039436	-0.014899	0.056400	0.114209	0.102290	0.077227
-0.790133	0.017436	-0.621784	-1.260000	0.072102	-1.249381	-1.179091	1.419054	0.271049	1.648172	1.637623	1.025935	-0.448604	-0.121568	0.049272	0.421435	-0.782644	-1.517929	-1.346414	-1.606130	0.098681	-1.798049	-0.389537	-1.204908	0.604012	-1.333067	-0.973035	-0.357755	0.436307	-1.339389	-1.802519	0.028936	0.808206	0.675322	-1.116790	-1.043342	-0.480167	-0.105392	-0.909332	-0.861738	-0.368319	0.015692	-0.057385	0.247301	1.741050	1.295555	-0.455907	-0.867860	-0.080648	-0.190393	-0.530518	-1.294136	1.005551	1.566580	0.029573
-0.771519	0.587823	-1.070956	-1.365154	-0.016444	-1.342395	-1.294421	1.823807	0.242660	1.830771	1.278428	0.759733	-0.529175	0.177099	-0.337933	0.186076	-0.876389	-1.262065	-1.239191	-1.716929	-0.185474	-1.951984	-0.253631	-1.154567	0.571810	-1.670098	-1.788043	-0.148392	0.867846	-1.432756	-1.923250	0.122475	1.357160	0.464320	-1.590727	-0.718200	-0.278193	0.776172	-0.956426	-0.603776	-0.072825	0.587120	0.360366	0.361307	1.967882	1.860684	-0.301367	-0.748153	0.273386	-0.454318	-0.494931	-1.395085	1.175829	2.230135	-0.086095
-0.078532	1.130879	-1.174174	-0.344899	-0.011412	-0.306961	-0.194241	1.082366	0.148037	0.568451	-0.635072	-0.522355	-0.149534	0.727360	-0.998600	-0.581365	-0.115395	0.542048	0.049208	-0.465317	-0.762283	-0.444745	0.209934	-0.175118	0.010709	-0.846327	-1.784272	0.243583	0.873903	-0.323986	-0.281016	0.192232	1.151552	-0.471397	-1.156406	0.538084	0.399296	1.815278	-0.262998	0.311179	0.518642	1.261786	0.760050	0.093396	0.451822	1.253313	0.119961	0.218474	0.833985	-0.577144	0.195055	-0.160847	0.489959	1.742058	-0.206636
0.490437	0.688508	-0.492382	0.876690	0.102294	0.786356	1.283135	-0.162759	0.222800	-0.802604	-1.811371	-1.276294	0.512090	0.709913	-1.311037	-1.042063	0.863008	1.840028	0.965996	0.741576	-0.956871	1.133389	0.555429	0.685180	-0.577091	0.818338	-0.695967	0.219547	0.301695	0.680249	1.510671	0.114615	0.056244	-1.284812	0.065632	1.297108	0.562169	1.446208	0.475924	0.725843	0.584976	1.019319	0.570964	-0.414710	-1.302922	-0.086211	0.256416	0.975383	0.854125	-0.217012	0.981926	1.178863	-0.512885	0.353014	-0.264539
0.410828	-0.800468	0.970984	1.477816	0.122296	1.032893	1.795214	-0.996915	0.553684	-1.384172	-0.974749	-0.633498	0.873302	-0.052474	-0.946951	-0.910685	1.053969	1.186794	0.533453	0.925487	-0.245798	1.520192	0.355553	0.805308	-0.553375	2.225194	0.940888	-0.107514	-0.560058	0.889235	2.083967	-0.312613	-1.356961	-1.312913	1.481906	0.758444	-0.059538	-0.649212	0.685851	0.179027	-0.179022	-0.425916	-0.250728	-0.973967	-1.993588	-1.462137	-0.088166	0.849510	0.300105	0.528408	1.083073	1.315865	-1.101645	-1.269350	-0.256656
-0.043928	-2.092600	2.337840	1.266083	-0.076983	0.515446	0.852355	-1.044285	0.940643	-1.342786	0.761851	0.629812	0.590635	-0.810502	-0.117142	-0.517345	0.152159	-0.650916	-0.543157	0.429715	1.001675	0.927148	-0.250302	0.662315	0.127573	2.372971	2.076714	-0.035530	-1.054145	0.716691	1.436490	-0.887884	-2.134310	-0.698927	2.309492	-0.277379	-0.728681	-2.810715	0.520849	-0.464614	-1.026697	-1.952610	-0.935818	-1.230839	-1.556403	-2.236692	-0.266598	0.307612	-0.113795	1.146334	0.351285	0.314653	-0.972751	-2.378852	-0.054704
-0.272063	-1.979444	2.382006	0.473675	-0.298768	-0.059180	-0.608218	-0.696158	1.019782	-1.115464	1.483098	1.187720	-0.032191	-0.862187	0.772240	-0.080513	-0.996952	-1.712097	-0.914297	0.112225	1.713026	0.329261	-0.645544	0.838838	0.735754	1.230066	2.104385	0.563639	-0.842133	0.677686	0.405534	-0.967425	-1.823357	-0.046632	2.036035	-0.503543	-0.781929	-3.154383	0.499545	-0.203793	-1.008169	-2.190895	-0.864006	-0.798863	-0.765971	-2.137541	0.351032	0.193510	-0.031908	1.253418	-0.476841	-0.524520	-0.476860	-2.500827	0.562243
-0.118631	-0.757840	0.815311	-0.478307	-0.333369	-0.238947	-1.221246	-0.584630	0.478060	-0.731938	0.697250	0.708526	-0.521769	-0.434297	1.394599	0.445021	-1.244701	-1.096584	-0.292003	0.214851	1.218806	0.139686	-0.452325	0.903539	0.478564	-0.319074	1.318362	0.796192	-0.419027	0.642762	-0.377260	-0.219932	-0.929691	0.298829	0.809893	0.203892	-0.444855	-1.624905	0.678675	0.700395	-0.178690	-1.170854	-0.508858	0.205935	-0.315908	-1.489200	1.199385	0.461508	-0.034393	0.922340	-0.596654	-0.303919	-0.271577	-1.725241	1.401984
0.020528	0.130595	-1.074367	-1.011813	-0.374321	-0.140885	-0.553561	-0.916287	-0.667270	-0.112057	-0.485827	-0.073871	-0.818978	-0.264451	1.494219	0.862801	-0.308826	0.262563	0.419015	0.401494	0.069438	0.018946	0.024250	0.060023	-0.605466	-1.227496	0.406790	-0.122912	-0.584134	0.306354	-0.776870	0.814870	-0.381753	0.459997	-0.523542	0.741106	-0.300861	0.176214	0.542955	1.065673	0.444872	-0.200625	-0.765132	1.022204	-0.374992	-0.883959	1.044505	0.186584	-0.734794	0.447138	-0.072869	0.470177	-0.658774	-0.724920	1.645103
