X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110
-0.127748	-0.110965	-0.023061	-0.089000	-0.081658	-0.088345	-0.098798	-0.152108	-0.052539	-0.088801	-0.053237	-0.108849	-0.104668	-0.175959	-0.033781	-0.079576	0.012490	-0.064385	0.202161	0.133917	-0.257068	-0.063716	-0.055855	0.161608	-0.202147	-0.108917	-0.138965	-0.020585	0.068378	-0.013137	-0.157954	0.100356	-0.167596	-0.113848	-0.005533	-0.005525	-0.079243	-0.050939	-0.120539	-0.179870	-0.032265	-0.050104	-0.138805	-0.126210	-0.188682	-0.183976	-0.193403	-0.163220	-0.213024	-0.236406	-0.034491	-0.040075	-0.107667	-0.030225	-0.107776	-0.155324	-0.032959	-0.005724	-0.213645	-0.315646	-0.090529	-0.055313	-0.015648	0.005798	-0.113018	-0.095948	0.081876	0.065599	-0.126002	0.080809	-0.123621	-0.187306	-0.087881	0.177827	-0.175202	-0.000922	-0.001846	0.001170	-0.240330	-0.152537	0.169668	0.020606	0.087256	-0.001792	0.028051	-0.008426	0.102196	0.091911	-0.116977	-0.113868	-0.000562	-0.083683	-0.146437	-0.162758	-0.206163	-0.172343	-0.113747	-0.095527	-0.252616	0.063278	0.002096	-0.078492	-0.056629	-0.091943	0.037773	-0.294414	-0.079065	-0.153640	-0.061411	0.078765
-1.575117	-1.049055	1.004044	0.952444	-1.400122	-0.804950	-1.140130	-0.067894	-1.656574	0.156754	-1.130924	0.311858	0.764512	0.824648	-0.234548	2.646945	-0.668248	-0.680797	-1.727650	1.654906	-1.178020	-2.383735	-2.151239	-0.292841	0.241088	-0.350127	0.039504	0.352007	1.486147	-0.070472	1.086286	-0.111662	1.009858	0.858631	0.357829	0.499593	0.057330	0.386605	-0.119404	1.174330	-1.176478	0.315878	0.716546	0.383683	1.054626	0.489653	0.336873	-0.186755	-1.352345	-1.850496	0.177142	0.364919	-0.008365	0.251894	-0.445147	-0.403601	0.323173	0.261694	-0.748637	-0.271393	0.712185	-0.315398	0.655597	0.009048	-1.219158	-0.200582	0.661909	-0.720871	1.565163	0.456685	1.171461	-0.051769	2.313768	-0.620745	-0.671146	-1.079742	-0.097627	0.298841	1.019643	0.453730	0.167402	0.841404	0.414517	0.932209	0.755898	1.045534	1.137031	0.183310	0.866376	0.200317	0.617750	1.389445	-0.099099	-0.421565	0.039115	0.112221	-1.067524	-0.075205	-0.556870	-1.433010	0.237155	0.601219	-0.084862	-1.082087	-1.241786	-0.018791	0.265341	0.179531	0.449781	-0.151785
-1.683215	-1.179946	0.937591	0.727896	-1.463080	-0.681940	-1.211929	0.382456	-1.979643	0.364219	-1.638246	0.123913	0.479847	0.517628	-1.002756	2.775968	-1.120664	-1.048469	-2.193172	1.796176	-0.941774	-2.206391	-2.648318	-0.484308	0.519594	-0.215304	0.485331	0.326500	1.683450	-0.049928	1.242191	-0.348675	0.906102	0.563311	-0.155624	-0.144741	0.204913	0.105681	0.168527	1.237136	-1.149813	0.604698	0.755086	0.151167	1.272632	0.441037	0.903817	0.521771	-1.662129	-2.152973	-0.184721	0.005361	-0.453455	-0.557441	-0.163736	-0.284889	0.271094	0.235516	-0.251580	0.305038	1.096724	-0.068105	0.702676	-0.122652	-1.539217	-0.310677	0.258009	-1.398599	1.743814	0.561944	1.478952	-0.018839	2.306573	-1.019719	-0.964912	-1.437101	-0.493806	0.081504	1.528566	0.800819	0.036361	0.801176	0.159503	0.610036	0.370950	0.621355	0.562217	-0.131056	0.411885	-0.331954	0.136855	1.171563	0.408814	0.184504	0.543870	0.377083	-0.835825	0.373363	-0.561843	-1.634676	-0.037585	0.535369	-0.202754	-0.680835	-1.174549	0.036289	0.730655	-0.155272	0.046659	-0.749438
-0.548104	-0.562088	-0.034681	-0.338459	-0.554286	-0.010338	-0.512781	0.856963	-0.857947	0.352109	-1.343212	-0.351903	-0.704893	-0.934547	-1.856631	0.757719	-1.216586	-1.159260	-1.247995	0.534887	0.143170	-0.169628	-1.618766	-0.504520	0.732356	0.261103	1.014998	-0.154791	0.755826	0.344689	0.580646	-0.289835	-0.233515	-0.759097	-1.137877	-1.464684	0.343223	-0.666830	0.733240	0.207022	-0.378469	0.641457	0.163472	-0.422892	0.741637	-0.016020	1.294093	1.645744	-1.077782	-1.108760	-1.002747	-1.180569	-1.093689	-1.747344	0.471629	-0.023857	-0.096110	-0.032435	0.848072	1.118652	1.020793	0.673200	0.397537	-0.074510	-1.097484	-0.407607	-0.777886	-1.334864	0.629948	0.520019	1.093854	0.088350	0.529518	-0.864865	-0.860756	-0.969308	-0.772658	-0.312404	1.341866	0.995906	-0.238641	-0.020099	-0.447130	-0.574614	-0.642416	-0.881560	-0.990439	-0.545497	-0.953101	-1.377584	-1.028129	-0.345736	1.169821	1.325290	1.117565	0.645809	0.276565	0.957363	-0.266502	-0.591440	-0.469581	0.198014	-0.338077	0.679898	0.015518	-0.041751	1.100701	-0.759112	-0.522532	-1.175633
0.600613	0.093704	-0.628366	-0.714569	0.056182	0.272697	0.038977	0.771197	0.678041	0.125822	-0.451893	-0.243236	-1.328225	-1.943871	-1.745705	-0.740821	-0.916005	-0.979292	-0.067495	-0.700363	0.721414	1.035607	-0.416120	-0.477566	1.023299	0.709255	1.191495	-0.684225	0.027748	1.113530	0.241880	0.361751	-0.916470	-1.552404	-1.251339	-1.862354	0.385889	-1.092856	1.250927	-0.581026	-0.199352	0.335835	-0.263435	-0.381820	0.396548	-0.148286	1.263850	2.096713	-0.345422	0.041967	-1.382684	-2.235207	-1.069792	-1.660985	0.667570	-0.059985	-0.219862	-0.114576	1.170305	1.327587	0.741205	1.331043	0.446692	0.460504	-0.470057	-0.378127	-1.120347	-0.146082	-0.149921	0.710716	1.040937	0.512663	-0.600653	-0.279652	-0.237855	-0.068733	-0.312264	-0.187617	1.036208	1.203995	-0.362309	-0.611396	-0.567867	-1.047351	-0.796598	-1.658378	-1.472227	-0.315550	-1.378098	-1.679970	-1.378657	-1.233047	1.516637	1.799459	1.305763	0.917933	0.890356	0.953515	0.021769	0.457366	-0.270892	0.566264	-0.342828	1.340253	0.900539	-0.029699	1.046638	-0.606128	0.106648	-0.734386
0.946601	0.371250	0.022147	0.215453	-0.075636	-0.061357	0.166288	0.250194	1.460919	0.083149	0.564894	0.650022	-0.392701	-1.151431	-0.437666	-0.193974	-0.271299	-0.253876	0.572382	-0.479151	0.152570	0.274944	0.072688	-0.180811	1.234498	0.872302	0.865800	-0.704992	0.484214	1.582365	0.654762	1.251332	-0.203466	-0.720411	0.074772	-0.656970	0.208514	-0.828682	1.373146	-0.348153	-0.911409	-0.105102	-0.222929	0.339649	0.393807	0.003343	0.911190	1.315335	-0.165355	0.185138	-0.551185	-1.904721	-0.131884	-0.018959	0.237087	-0.258163	0.353742	0.389902	0.244629	0.641175	0.430966	1.256720	0.794346	1.024485	0.087827	-0.031557	-0.127387	1.345661	0.450691	1.232190	1.539380	1.083803	-0.282336	0.362973	0.739620	0.901712	0.669243	0.452371	0.877957	1.209134	0.066558	-0.141571	0.196436	-0.033240	0.403826	-0.665903	-0.196139	0.734104	-0.023215	-0.505774	-0.203422	-0.395889	1.126840	0.975047	0.993469	1.095181	0.346202	0.230674	0.074483	0.477087	0.646516	1.583549	-0.204135	0.614687	0.633266	0.133647	0.630609	0.586192	1.740259	0.196742
0.842279	0.518680	1.238023	1.357498	-0.085113	-0.278197	0.486164	0.033340	1.286377	0.502619	1.262524	1.436995	1.348768	0.948123	1.045112	1.251327	0.453447	0.976859	0.826402	0.947969	-0.663283	-0.863771	0.198902	0.550374	1.050265	0.844663	0.251271	-0.086107	1.446633	1.073117	1.066563	1.514587	1.118430	1.004538	1.705495	0.963272	-0.212224	-0.359153	1.041510	0.286075	-1.354051	-0.321803	-0.123637	0.752092	0.116710	-0.199379	0.543645	-0.054885	-0.320147	-0.374792	1.010179	-0.106489	0.975305	1.585033	-0.106382	-0.017222	1.358133	1.279692	-0.790920	-0.209628	0.003703	0.329105	0.516292	0.674880	0.814747	0.658677	1.228934	1.784317	1.618329	1.592191	1.652999	1.164434	0.109162	0.566004	1.474431	1.696838	1.141364	0.863251	0.624079	0.636714	0.868679	0.934904	1.180133	1.437390	1.710783	1.174761	1.228338	1.719037	1.909489	1.394177	1.455527	1.214296	0.362110	-0.463906	0.553174	1.002581	-0.458032	-0.381154	0.070024	-0.348220	1.374473	2.083063	-0.050772	-0.379249	-0.127135	0.372541	0.278425	1.824449	2.606790	0.566577
0.936139	0.797881	1.497394	1.282823	0.714532	0.168592	1.297344	0.373449	0.859268	0.998637	1.428603	1.153069	2.101358	2.338890	1.526482	1.547197	0.813181	1.885643	0.983377	1.731141	-0.458970	-0.553104	0.611873	1.209111	0.461919	0.806354	-0.465968	0.676930	1.278802	-0.187639	0.696505	0.735890	1.469636	1.808500	1.980003	1.360880	-0.668004	-0.189434	0.503932	0.304051	-0.544553	-0.185285	-0.296689	0.182793	-0.602074	-0.807354	0.184500	-0.982953	0.023487	-0.378166	1.763562	1.613014	1.294264	1.704984	0.212367	0.736710	1.801161	1.647686	-0.671337	-0.363546	-0.641218	-0.897119	-0.817513	-0.745859	1.717839	1.335506	1.393613	0.929409	1.648602	1.077845	0.538851	0.282765	-0.462266	0.169341	1.297640	1.884772	0.491612	0.505764	0.027149	-0.470667	1.138249	1.213388	1.303762	1.709280	1.596933	2.043435	1.069960	1.503679	2.555993	2.463390	1.971113	1.841756	-0.245017	-1.336277	0.259336	0.477302	-0.320775	-0.082095	0.304133	-0.999403	0.970697	1.199498	0.054376	-0.367233	-0.232611	0.587549	0.127203	1.810871	1.518018	0.189961
1.098818	0.897029	0.245979	-0.046842	1.638674	0.827421	1.817283	0.623082	0.746789	0.921262	1.083025	-0.064446	1.074989	1.685465	0.937757	0.166894	0.562269	1.519820	0.858181	0.546059	0.764775	0.898244	1.188249	0.995312	-0.191031	0.674148	-1.175368	0.950863	-0.521026	-1.246610	-0.221668	-0.484776	0.389757	0.883097	0.636268	0.387431	-0.818152	-0.163077	0.029800	-0.339430	0.968381	0.077016	-0.470127	-0.764611	-1.074752	-1.047238	-0.416369	-1.193043	1.069805	0.654710	0.843999	1.663352	0.643359	0.751049	0.757365	1.208695	0.863308	0.683290	0.330148	0.054503	-1.312688	-1.675846	-2.204143	-2.082115	2.185193	1.495837	0.084455	-0.107952	0.014165	-0.445060	-1.382215	-1.185144	-1.190958	-0.298356	0.221444	1.013118	-0.634518	-0.335108	-0.747272	-1.547854	0.282642	-0.002413	0.286674	0.386363	0.041412	1.162759	-0.281516	0.003779	1.350744	1.884568	0.956129	0.901931	-0.564828	-1.214236	-0.116448	-0.449217	0.580460	0.762737	0.652383	-0.784874	-0.456109	-0.644909	0.187526	0.304320	0.444539	0.607525	-0.251337	0.313844	-0.755555	-0.007765
0.702044	0.378317	-1.400567	-1.316680	1.543421	0.940778	1.184629	0.239664	0.706277	0.277251	0.355568	-1.131935	-0.576331	-0.109817	0.189004	-1.603270	-0.045994	0.038980	0.197705	-1.644030	1.731991	1.760673	1.249022	-0.089110	-0.680175	0.232991	-1.498533	0.623728	-2.443207	-1.491622	-0.865395	-1.206252	-0.973207	-0.680626	-0.968020	-0.669717	-0.520434	0.116530	-0.329805	-0.795724	1.803901	0.187193	-0.219441	-0.985377	-0.719547	-0.429976	-1.170491	-1.134116	1.873776	1.679719	-0.748153	0.322857	-0.301763	0.102799	0.700816	0.758459	-1.044168	-1.257017	0.823936	0.153734	-1.628445	-1.741138	-2.257773	-2.094237	1.657279	1.029510	-1.335030	-0.439166	-1.971591	-2.148018	-2.757685	-2.195908	-0.890739	-0.160493	-0.873030	-0.649842	-1.059671	-0.911940	-1.199959	-1.957697	-0.986152	-1.681525	-1.049631	-1.318422	-1.564857	-0.561940	-1.051753	-1.621340	-0.620162	0.237397	-0.508443	-0.591878	-0.754345	-0.610737	-0.770692	-1.338986	0.913365	1.019248	0.673528	0.018089	-1.791438	-2.222564	0.386823	0.286840	0.975353	0.278501	-1.107913	-1.567698	-2.491715	0.503951
