X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110
0.080275	0.047731	0.058821	0.006275	0.116028	0.192192	0.118517	0.102753	0.042338	-0.043203	0.239889	0.106921	0.294521	0.311041	-0.058455	0.080973	-0.002225	0.098578	0.202231	0.124545	-0.015147	-0.045278	0.218203	0.025210	0.099203	0.083124	-0.019491	-0.118663	0.012455	-0.171979	0.049585	0.070392	0.121864	0.153966	0.031560	0.002292	0.136231	0.065828	0.211603	0.142905	0.168653	0.169312	0.116835	0.034981	0.069131	-0.044941	0.044568	0.128348	-0.018021	-0.060473	0.267252	0.218263	0.013246	-0.162754	0.059836	0.081199	0.175428	-0.007897	0.185891	0.203366	0.149261	0.170037	0.037223	0.008864	-0.042258	0.003648	0.069107	-0.192934	0.208332	0.268026	0.136389	0.107018	-0.002629	-0.241070	0.064139	0.010468	0.276125	0.170556	0.004660	0.294569	0.148017	0.082122	0.033755	0.015271	0.054160	0.040998	-0.075981	0.290904	0.112959	0.013956	0.102436	0.129738	0.128617	0.114409	0.018613	-0.150755	0.059431	0.101831	0.096753	0.073499	-0.110367	0.027775	-0.042908	0.074266	0.043427	0.059332	0.264315	0.037775	-0.172122	0.039684
1.830489	1.343088	1.769008	1.993698	0.924527	0.118472	2.490003	2.480309	0.701012	0.254052	0.612339	1.533570	-0.126888	1.603272	-0.528688	-0.902760	-0.814267	0.217286	0.618902	0.927412	-1.025951	-1.581020	-0.079729	0.879148	0.585038	1.030279	-2.698758	-0.423974	1.196162	-0.954708	0.579738	1.677824	-0.749755	1.171012	-0.209629	0.311785	1.897921	2.302333	1.597284	1.470325	-0.294217	0.697725	1.110444	0.251834	-1.214413	-0.091675	-0.926406	-1.108182	-1.806810	-0.525769	-1.310778	-0.757054	-0.004895	0.062258	-0.006715	0.177027	-0.305733	0.129486	-0.724970	-1.152115	-1.439650	-1.064417	-0.741126	-0.753956	-0.288651	0.447600	-1.246177	0.097926	0.737280	0.677695	-0.275666	-0.636265	-1.058231	-1.465943	-1.186441	-1.293739	-0.659756	-0.693741	0.461894	-0.722380	1.152644	1.431872	0.617809	0.687914	1.187537	0.308355	1.933629	-1.057030	1.362751	0.713036	1.006007	-0.574603	-0.980082	-1.212353	-1.218101	-0.450944	0.270346	0.584528	1.648635	1.064522	0.153351	0.309894	0.188731	0.610972	1.090082	1.506011	0.439788	-0.985984	-0.028714	0.464921
2.195104	1.057129	1.414973	2.037774	0.999929	-0.383488	3.290904	2.523996	0.856390	0.204005	0.680183	1.312347	-0.384271	1.760598	-0.346758	-1.044047	-0.849598	-0.118576	0.682908	0.707971	-1.449831	-2.061639	-0.287537	0.454883	0.865091	1.033106	-3.349944	-0.288558	1.453084	-1.324932	0.790791	1.500974	-1.179309	1.338678	-0.285547	0.191532	2.403379	2.919856	2.035172	1.759861	-0.447636	0.523647	1.396564	-0.041853	-1.762898	-0.347655	-1.416189	-1.694358	-2.512882	-0.281909	-1.407793	-0.754642	0.442340	-0.175839	-0.275254	-0.462604	-0.772106	-0.442946	-0.844526	-1.706966	-1.819699	-1.651624	-1.216487	-1.061364	-0.499428	0.234512	-1.658092	0.269452	0.610656	0.719879	-0.767805	-0.915284	-1.518056	-1.415275	-1.580143	-1.752259	-1.407031	-1.060044	0.212765	-1.087507	1.326972	1.513627	0.309105	0.634428	1.283999	0.320629	2.265463	-1.311284	1.141961	0.162395	0.329163	-1.162233	-1.246435	-1.798238	-1.595200	-0.458875	0.399555	0.284213	1.469619	1.204570	-0.001164	0.177555	-0.268544	0.952383	1.191021	1.223553	0.682270	-1.548021	0.017168	0.349177
1.152166	-0.483016	-0.478765	0.420541	0.318061	-1.019713	2.297854	0.418116	0.594572	-0.039699	0.373443	-0.256305	-0.557366	0.549502	0.305788	-0.368990	-0.152640	-0.520972	0.524909	-0.306133	-1.036724	-1.176893	-0.189089	-0.813985	0.775720	0.192314	-1.755195	0.041235	0.821124	-0.955139	0.597010	-0.075660	-1.168202	0.400195	-0.345920	-0.269315	1.366509	1.562611	1.315927	0.762670	-0.187838	-0.215594	0.861292	-0.704379	-1.506107	-0.821821	-1.228459	-1.524202	-1.567930	0.438092	-0.260363	-0.142447	0.951606	-0.533918	-0.520726	-1.301911	-0.971809	-1.242434	-0.291806	-1.229666	-0.996905	-1.326160	-1.210348	-0.836933	-0.542036	-0.474277	-1.024242	0.390553	-0.093688	0.226822	-1.266840	-0.850030	-1.322161	-0.238645	-0.884426	-1.187443	-1.619861	-1.067322	-0.667152	-1.012807	0.601549	0.348702	-0.737029	-0.099698	0.444044	-0.061711	0.951546	-0.697232	-0.278049	-1.188343	-1.332829	-1.323931	-0.746572	-1.550579	-1.197358	-0.255901	0.498796	-0.429000	-0.110088	0.670040	-0.261281	-0.168847	-0.971217	0.925309	0.575046	-0.357029	0.760649	-1.344530	0.120951	-0.163498
-0.144373	-1.538732	-1.536708	-0.807284	-0.450646	-1.086992	0.616844	-1.477382	0.293028	-0.051680	-0.063951	-1.344845	-0.710586	-1.028658	0.586327	0.313361	0.569456	-0.309394	0.559739	-0.913474	-0.138661	0.340599	0.243911	-1.276321	0.296112	-0.514805	0.398771	-0.058249	-0.084982	0.081195	0.036054	-1.140307	-0.973964	-0.952818	-0.671286	-0.638415	-0.349861	-0.574554	0.090488	-0.687635	0.289069	-0.671969	0.005585	-1.165149	-0.876677	-1.212547	-0.560473	-0.921427	0.362795	0.666873	0.655040	-0.046441	0.769194	-0.383608	-0.322471	-1.097910	-0.573264	-1.117803	0.203569	-0.198316	-0.038690	-0.422266	-0.815074	-0.397882	-0.365831	-0.883214	0.139498	0.612631	-0.482617	-0.401209	-1.391480	-0.765234	-0.849129	0.767639	0.241028	-0.190985	-0.876366	-0.959087	-1.306209	-0.997184	-0.319750	-0.763421	-1.425975	-0.724860	-0.272341	-0.557317	-0.548570	-0.295467	-1.285126	-1.674908	-1.973729	-0.797812	-0.189429	-0.893159	-0.725829	-0.199925	0.639789	-0.542902	-1.101533	0.432599	-0.066316	-0.049657	-1.004479	0.582681	0.213622	-1.225390	0.513746	-0.246627	0.523613	-0.508352
-0.738299	-1.105952	-0.582281	-0.365900	-0.675814	-0.477415	-0.545163	-1.386220	-0.002986	0.184074	-0.343373	-0.860909	-0.623359	-1.561508	0.010318	0.308976	0.764923	0.391116	0.869855	-0.449590	0.451592	1.274099	0.551656	-0.178221	-0.379572	-0.420091	1.251420	-0.699632	-0.944986	1.141855	-0.813702	-0.714031	-0.656411	-1.510099	-1.183008	-0.638036	-1.536172	-1.826653	-0.785574	-1.391881	0.585295	-0.300954	-0.554395	-1.087265	-0.211412	-1.094257	0.134879	-0.200677	1.571934	-0.088784	0.470776	-0.773337	-0.052545	0.214336	0.303590	0.381392	0.318180	0.152790	0.266640	0.613048	0.165092	0.350201	-0.352403	-0.087365	-0.212136	-0.567410	1.183383	0.868017	0.177009	-0.412147	-0.711835	-0.557596	-0.442804	0.673418	0.747863	0.421629	0.770052	-0.482889	-0.897509	-0.876542	-0.763849	-0.696387	-0.929687	-0.575545	-0.098194	-0.580224	-1.069751	-0.576982	-0.881231	-0.507256	-0.785677	0.167411	0.032171	-0.206884	-0.491826	-0.452503	0.680994	0.119098	-0.309138	0.970177	0.469647	0.839812	-0.360536	0.210441	0.427613	-0.387634	0.262282	1.441122	1.139061	-0.415838
-0.685394	0.093273	1.002240	0.809631	-0.399462	0.041153	-0.891064	0.013256	-0.470109	0.135295	-0.485299	0.276468	-0.100124	-0.691073	-0.877546	-0.248548	0.494866	0.743888	1.013676	0.345673	0.234093	1.051134	0.230396	1.321621	-0.895521	0.079264	0.565151	-1.211736	-1.612920	1.493741	-1.542499	0.325387	-0.084971	-0.706148	-1.328186	-0.268668	-1.672621	-1.591962	-1.026743	-1.023194	0.410342	0.438254	-0.541040	-0.551411	0.420398	-0.359037	0.478019	0.457827	1.003610	-1.064471	-0.292942	-1.473674	-0.566224	0.653494	0.772157	1.821069	0.979792	1.382474	0.199884	0.802887	-0.213055	0.547058	-0.044166	0.072235	-0.379237	-0.011471	1.522060	0.792973	1.330865	0.296651	0.594924	0.063394	-0.195706	-0.195378	0.258834	0.346606	2.320450	0.489212	0.397917	-0.170622	-0.779289	0.154980	0.350908	0.112924	0.604657	-0.000790	-0.705955	-0.958020	0.284288	1.179125	0.894110	0.840013	0.105215	0.364179	-0.179984	-0.671687	0.334881	0.591709	1.142011	1.506604	0.685224	1.799346	0.152741	-0.034544	0.521387	0.859576	0.381858	2.671052	1.450076	-0.028784
-0.494210	0.813826	1.259683	0.972289	-0.121790	-0.189004	-0.849450	0.767693	-0.902763	-0.540330	-0.696856	0.443470	0.568101	0.455860	-1.058477	-0.622364	0.162556	0.362434	0.533890	0.271822	-0.383079	0.276377	-0.462110	1.588009	-0.920972	0.134800	-0.339291	-0.889594	-1.540292	1.050826	-1.357295	0.837199	0.641182	0.668401	-0.656469	0.336554	-1.157645	-0.700556	-0.935852	-0.411951	-0.086248	0.641400	-0.063534	0.209660	0.934749	0.559088	0.439925	0.875200	-0.394730	-1.006496	-0.692613	-1.317632	-0.105892	0.715813	0.604485	1.837071	0.765777	1.363663	0.434191	0.634167	-0.303227	0.399434	0.190178	0.271525	-0.708850	0.077762	0.752352	0.114019	1.553458	0.797199	1.594702	0.861117	-0.081329	-0.846331	-0.461407	0.020931	2.455213	1.221677	1.531133	0.886863	-0.829405	0.381887	1.214978	0.482473	0.867908	0.483896	-0.178724	-0.762346	0.912519	1.648373	1.372358	0.713231	0.217670	0.710762	0.435744	-0.297359	-0.393867	0.140222	1.195225	0.919941	0.345986	1.667320	0.227068	-0.288261	-0.069238	0.660927	0.577555	2.274721	0.960520	0.497446
-0.278208	0.760401	0.159080	-0.141091	-0.056566	-0.783524	-0.741999	0.149820	-0.772912	-1.340284	-0.887261	-0.540568	0.781627	0.577531	-0.251913	-0.383766	0.030677	-0.225234	-0.447552	-0.742600	-0.501127	-0.069335	-0.628839	0.513434	-0.413124	-0.408362	-0.346575	0.083475	-0.290563	0.375658	0.052666	0.886900	1.049578	1.211780	0.481530	0.877121	-0.614059	-0.256859	-0.759934	-0.407027	-0.356240	0.111595	0.537666	0.876376	1.086729	1.009403	0.266400	0.892430	-0.772454	0.230368	-0.496292	-0.458360	0.770701	0.731853	0.078322	0.599235	-0.031544	0.321178	0.935344	0.567558	0.326564	0.390480	0.417287	0.479366	-0.622159	-0.268848	-0.855319	-0.871405	0.387733	0.301998	1.463689	1.127894	-0.081129	-0.776895	-0.432665	0.025048	0.935719	0.864798	1.587299	1.397170	-0.969065	-0.529271	0.984931	0.098944	0.294500	0.142504	0.094509	-0.139076	0.579828	0.598625	0.552615	0.059585	0.182537	0.691182	0.951766	0.716608	-0.987451	-0.655171	-0.493582	-0.661035	-0.055334	0.175886	0.360336	-0.628047	-0.857643	-0.920745	0.147650	0.346281	-0.201358	1.024751
0.146310	0.445741	-0.693265	-1.142471	0.114842	-0.823227	-0.456793	-0.763927	-0.027326	-1.380547	-0.634707	-1.272023	0.324931	-0.281926	0.700314	0.043712	0.079682	-0.427978	-1.248523	-1.507589	0.131800	0.173992	0.080290	-0.530959	0.242637	-0.876814	0.220994	0.711855	1.341181	-0.117106	1.646589	1.017331	0.724635	0.432969	1.076771	0.898835	-0.234979	-0.433776	-0.372998	-0.803162	-0.003708	-0.422266	0.833752	0.970964	0.672681	0.689189	0.118515	0.538032	0.219796	1.287448	-0.129337	0.350557	0.849497	0.829548	-0.069736	-0.474119	-0.423167	-0.481851	1.240236	0.596008	1.072266	0.492442	0.347239	0.351900	0.090697	-0.430347	-2.150418	-1.407969	-0.867071	-0.633695	0.426769	0.554460	-0.177787	-0.402524	0.207070	0.299677	-0.985065	-0.264376	0.614065	0.891569	-0.738259	-1.390737	0.132494	-0.560841	-0.539900	-0.798900	0.090555	0.180082	-0.079645	-0.621153	-0.376163	-0.444357	-0.192628	0.326568	0.731590	1.535350	-0.876717	-0.701696	-2.056488	-1.731863	-0.066045	-1.512247	0.716464	-0.806793	-0.988493	-1.991142	-0.902225	-1.504411	-1.241754	1.130628
