X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55
-0.199311	-0.136584	-0.061004	-0.047144	-0.242221	-0.332014	0.278686	-0.175791	-0.038828	-0.198243	-0.100336	-0.181891	0.012245	-0.392877	-0.031447	-0.234116	0.194075	-0.010103	-0.022099	-0.056977	0.026280	0.026604	-0.209225	-0.221618	-0.094704	0.045944	0.024548	-0.245979	-0.217605	-0.025084	-0.039646	-0.094349	-0.423825	-0.247259	0.026137	-0.186977	-0.322760	-0.002372	-0.289812	-0.321558	-0.244624	0.030988	0.032817	-0.097100	0.052094	0.099570	-0.195814	-0.396111	0.018408	-0.119163	-0.095479	-0.137518	-0.220338	-0.076352	-0.244269
-0.352141	-0.570092	-0.378956	-0.934801	0.160346	0.397390	-0.433275	0.164663	-0.562321	-0.086163	-0.669778	-0.925385	0.073050	-0.371959	-0.733758	-0.292151	-0.437200	0.569492	0.668614	0.200367	-0.632730	0.005246	-0.089688	-0.647127	-1.105107	-0.014335	-0.504495	-1.532420	-0.946362	-1.383838	-0.797346	-0.060577	-1.161482	-0.091905	-0.509651	-0.388854	0.245901	-0.637186	-0.051608	0.051539	-0.258668	-0.439344	-0.222538	-0.185195	-0.012648	-0.147371	-0.049380	-0.289451	-1.004980	-0.572953	-0.080416	-0.050687	-0.275184	-0.164472	-0.179712
-0.665968	-0.468032	-0.624777	-1.056924	0.353604	0.614047	-0.167629	-0.155852	-0.587764	0.181725	-0.630046	-1.115005	-0.001013	-0.477759	-0.461849	-0.572616	-0.252495	0.921212	0.547570	0.207278	-0.813832	-0.120207	0.068619	-0.522619	-1.313302	0.297577	-0.467560	-1.926803	-1.038243	-1.515712	-0.829632	0.407206	-1.071566	-0.110187	-0.954269	-0.250476	0.286438	-1.026873	-0.344423	0.162603	-0.130641	0.026823	0.035818	-0.100885	0.227737	0.081005	0.501490	-0.006527	-1.325501	-0.668460	0.080718	0.079158	-0.415178	-0.233293	-0.178971
-0.941615	0.311688	-0.391548	-0.327771	0.514872	0.598842	0.721658	-0.729116	-0.024832	0.675188	0.108381	-0.583851	-0.125133	-0.422746	0.344172	-0.800003	0.546409	0.930005	-0.068663	-0.017433	-0.533512	-0.358594	0.383939	0.209739	-0.645339	0.730617	-0.152329	-1.078963	-0.321205	-0.435935	-0.085603	1.019280	0.120143	-0.027039	-0.911817	0.166797	0.158605	-0.797804	-0.719523	0.176163	0.329777	1.132251	0.735912	0.119030	0.621927	0.586867	1.184956	0.425232	-0.809669	-0.343486	0.468947	0.306476	-0.249314	-0.120584	-0.391423
-0.742350	1.430541	0.560473	0.670314	0.842884	0.899651	1.059498	-0.582249	0.750331	1.151806	1.056843	0.319708	-0.081362	0.202633	0.515546	-0.416657	1.037402	0.608209	-0.205931	-0.219580	-0.174852	-0.530880	0.846071	1.124024	0.228747	0.720287	-0.338140	0.606001	0.834632	0.845586	0.892151	1.084222	1.769801	0.611439	-0.054748	0.560091	0.580153	0.198882	-0.238505	0.442148	1.133867	1.729149	1.314545	0.305266	0.804081	0.728850	1.319815	0.726015	0.148981	0.133848	0.936835	0.628800	0.673616	0.356301	-0.817585
0.090674	2.260509	1.670148	1.262754	1.067449	1.352296	0.389693	0.469898	1.239903	1.151064	1.566693	1.045203	0.182364	1.228634	-0.116189	0.604431	0.693582	0.012723	0.362988	-0.207488	0.016358	-0.412210	1.141785	1.730904	0.605964	0.160466	-1.105503	2.220084	1.840287	1.485118	1.472805	0.431857	2.649320	1.679885	1.169703	0.848577	1.419374	1.455384	1.126293	0.950271	1.875847	1.246371	1.314121	0.420441	0.709544	0.263611	0.699387	0.664562	1.075059	0.451321	1.094754	0.917788	2.016138	1.130521	-1.077341
1.151601	2.240618	1.976120	1.181911	0.775667	1.296135	-0.541084	1.564174	1.265491	0.608861	1.381631	1.355777	0.409273	1.846864	-0.514144	1.393102	-0.112867	-0.766960	0.757343	-0.085867	0.112644	-0.064136	0.967656	1.821547	0.479965	-0.459122	-1.439559	2.970457	2.308094	1.342683	1.243828	-0.362693	2.058277	2.281673	1.608621	1.236578	1.671091	2.079487	2.168876	1.327818	1.954335	0.292173	0.790951	0.655198	0.594411	-0.272315	-0.108539	0.466571	1.681535	0.584385	0.672789	0.976876	2.693039	1.842638	-0.652866
1.811856	1.309630	1.215523	0.638279	0.153850	0.684243	-0.759825	1.937466	1.084711	0.172821	0.893913	1.442443	0.244426	1.535715	0.004897	1.028937	-0.613008	-1.438218	0.195121	-0.158755	0.216063	0.127706	0.520064	1.464232	0.515403	-0.662165	-0.383153	2.745775	2.220689	0.647316	0.190237	-0.746983	0.651233	1.614055	0.601316	1.743781	0.804384	1.680510	1.887539	1.381327	1.171329	-0.190681	0.200451	1.187603	0.649071	-0.133783	-0.483383	0.658522	1.847021	0.779738	-0.051720	0.710236	2.055410	2.136125	0.527137
1.811668	0.074688	0.171779	0.086502	-0.056406	0.281821	-0.087545	1.794988	1.042530	0.513997	0.796378	1.492722	-0.386336	0.820719	0.758711	-0.263872	-0.371186	-1.464847	-0.878074	-0.571527	0.232047	-0.117270	0.375303	0.833701	1.220899	-0.437023	1.583754	2.098609	1.757416	-0.287932	-1.097064	-0.820660	-0.180497	-0.048100	-0.976526	1.904063	-0.414822	0.816314	0.837028	1.333918	0.045330	0.020391	-0.019463	1.840512	0.819903	0.754481	-0.490177	1.308334	1.582693	1.165147	-0.352397	0.275504	0.751726	1.938404	1.802472
1.414312	-0.642665	-0.179865	-0.079357	0.451572	0.533261	0.870023	1.706744	1.091985	1.369825	1.294706	1.369423	-1.128139	0.642884	0.646682	-1.230582	0.414223	-0.569429	-1.308032	-1.080667	0.070776	-0.587138	0.761977	0.140720	2.199744	-0.002887	2.790386	1.627611	1.073431	-0.974797	-1.641883	-0.957839	0.128295	-1.495438	-1.368357	1.232128	-0.892874	0.380914	0.432626	1.411669	-0.618760	0.410374	0.207247	2.049019	0.955195	1.622503	-0.607692	1.702883	1.091052	1.480638	0.236401	0.065296	0.008579	1.382076	2.236919
