X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55
0.189786	0.178684	0.452272	0.308035	0.181696	0.057946	0.034589	0.149574	0.060355	0.030467	0.248260	0.212792	0.068871	0.097179	0.154536	-0.116244	0.034960	-0.019996	0.036977	0.006139	0.211995	0.030257	-0.080908	-0.124801	0.108292	0.008052	0.368627	0.261422	0.235707	0.135347	0.111587	-0.224982	0.229844	-0.009450	0.002259	-0.182896	0.179022	0.017139	-0.147719	-0.117587	0.119345	-0.041357	0.125939	0.054910	0.122973	0.007737	-0.069476	-0.077338	0.147304	0.141780	0.063799	0.005104	0.125514	0.142872	0.253574
0.466867	0.268924	0.456406	0.816362	0.964162	0.241886	0.472033	0.322897	0.857171	0.429645	0.395824	0.604857	1.071063	1.237503	0.587318	0.399461	0.568942	0.576119	-0.389961	0.543641	0.438538	0.517332	0.876012	0.770990	0.691098	-0.016364	-0.797186	0.308376	-0.332301	-0.348559	-0.773278	-0.080658	0.264844	-0.157654	-0.561237	0.216096	0.811083	2.103220	0.707749	1.162536	0.356457	-0.067375	-0.865476	0.307557	0.717119	0.329653	0.384853	1.485811	0.555424	1.999907	0.553309	-0.447653	0.255097	1.373491	1.066252
0.489720	-0.008400	0.454976	0.577824	0.900400	0.071312	0.471418	0.806377	0.616540	0.281816	0.188593	0.373281	1.037500	1.131305	0.465237	0.740173	0.756941	0.987601	-0.419635	0.561164	0.231057	0.551677	0.907198	0.361277	0.933593	-0.421077	-0.426459	0.398822	-0.453820	-0.245565	-0.516553	-0.338086	0.573972	0.301741	-0.178961	-0.122552	0.921401	1.984717	0.693220	1.000933	0.285569	-0.433212	-0.938912	0.207904	0.262775	0.165804	0.110616	1.333035	0.725044	2.164818	0.833701	-0.573483	0.842588	1.438322	0.923056
0.186960	-0.362558	0.267865	-0.277218	0.203984	-0.081189	0.196822	0.954969	-0.381141	-0.201409	-0.506475	-0.356095	0.107391	-0.069162	0.171013	0.690576	0.429981	1.012030	0.049749	0.293677	-0.330342	0.143229	0.030657	-0.873249	0.522488	-0.696311	0.821914	0.275491	-0.198748	0.012290	0.424188	-0.662211	0.840485	0.679120	0.541204	-0.753775	0.270822	-0.118783	-0.138142	-0.283428	0.150686	-0.805381	-0.173310	0.030701	-0.761224	-0.299473	-0.524033	-0.285781	0.481591	0.667289	0.734419	-0.276517	1.177921	0.366322	-0.061691
-0.169092	-0.144152	-0.094583	-0.869214	-0.164813	0.373408	0.112752	0.145827	-0.941415	-0.331266	-1.324224	-0.809907	-0.646616	-1.088615	0.284357	0.195240	-0.262428	0.549361	0.704922	0.339204	-0.671991	-0.327691	-0.888541	-1.423423	-0.419684	-0.103988	1.191470	-0.173847	0.078130	-0.356495	0.635474	-0.494164	0.670884	0.026746	0.316582	-0.708098	-0.758816	-2.035995	-0.947885	-1.119524	0.419880	-0.556858	0.577659	0.298876	-1.105326	-0.517222	-0.613488	-1.631258	-0.030458	-0.909440	0.324675	0.323279	0.362036	-0.707921	-0.920778
-0.186395	0.701256	-0.274024	-0.630425	0.187590	1.215389	0.299195	-0.920847	-0.504142	0.130394	-1.569057	-0.489446	-0.534162	-1.008630	0.471992	-0.393772	-0.866892	-0.141861	1.049979	0.730396	-0.391072	-0.534760	-1.048595	-0.812034	-1.155063	1.077087	0.380104	-0.536610	0.269071	-1.164948	-0.280108	0.051051	0.288599	-1.135041	-0.857413	0.062587	-1.323603	-2.167608	-1.024166	-0.663480	1.016802	0.314294	0.728498	0.892850	-0.507917	-0.308222	-0.036873	-1.556454	-0.321623	-1.232134	-0.033956	0.950608	-1.022525	-0.780584	-0.986903
0.089980	1.337155	-0.170336	-0.040250	0.510313	1.493542	0.403771	-1.010268	0.205686	0.622443	-0.970969	0.135605	-0.002451	-0.155847	0.040420	-0.474885	-0.904275	-0.440632	0.873376	0.855753	0.115518	-0.410354	-0.396089	0.017584	-1.023855	1.683996	-0.336225	-0.419666	0.464420	-1.379138	-1.132836	0.379121	0.129652	-1.329151	-1.628124	0.670623	-1.011828	-0.874877	-0.353149	0.380729	1.270335	1.047903	0.456991	1.010016	0.142028	0.036196	0.421300	-0.479631	-0.073307	-0.533393	-0.039759	1.157409	-1.349324	0.025756	-0.529440
0.123661	0.969786	-0.247697	0.001037	-0.052982	0.737769	0.207630	-0.160865	0.193985	0.468829	-0.130714	0.132222	0.046701	0.480331	-0.753268	0.165826	-0.267367	0.050834	0.457090	0.334991	0.011863	-0.070589	0.479276	0.216488	-0.274839	1.086338	-0.248253	-0.058711	0.511046	-0.558718	-0.757023	0.310971	0.068461	-0.222957	-1.096600	0.605460	-0.407163	0.480341	0.587193	0.909543	0.764123	0.981728	0.203031	0.199816	0.158370	0.256114	0.192883	0.552510	0.393782	0.037585	0.195776	0.583750	-0.080165	0.748764	-0.190836
-0.356918	-0.134580	-0.739551	-0.593844	-1.155172	-0.379672	-0.057143	0.379317	-0.510557	-0.236108	0.113829	-0.679497	-0.556134	0.450243	-0.974223	0.929687	0.631090	0.891843	0.231508	-0.400599	-0.830188	0.259300	0.957607	0.007233	0.213401	-0.072395	-0.124990	0.084277	0.108665	0.474840	0.391103	0.216123	-0.307943	0.891950	0.144032	0.305262	-0.302884	1.087116	1.282714	0.721847	-0.066920	0.286004	0.057173	-0.908590	-0.203503	0.420010	-0.394443	1.008298	0.435604	0.009382	0.302863	-0.496206	1.497774	0.692900	-0.119596
-0.862731	-0.916057	-1.052562	-1.000910	-1.580692	-0.891775	-0.066833	0.001321	-0.930037	-0.676997	-0.271111	-1.381596	-1.093476	0.207847	-0.464103	0.939720	1.151002	1.137315	0.272403	-0.665202	-1.472556	0.306560	0.875911	-0.026450	0.045015	-0.730311	-0.703233	0.028643	-0.549355	0.702488	0.864276	0.311253	-0.850465	0.911858	0.944780	0.290463	-0.563393	1.062456	1.396013	0.357740	-0.470609	-0.289945	-0.154122	-1.248832	-0.358530	0.672710	-0.654398	0.914733	-0.125764	-0.071981	0.093041	-1.201378	1.905003	0.060792	0.007007
-0.776966	-0.743487	-0.611919	-0.681414	-0.879849	-0.714223	0.076985	-0.511881	-0.421106	-0.342713	-0.439279	-1.058133	-0.965339	0.289924	-0.021011	0.076468	0.928670	0.429968	0.255128	-0.476308	-1.085152	-0.041951	0.481302	0.170724	-0.289287	-0.591829	-1.348077	0.086035	-0.713943	0.199054	0.220939	0.356100	-0.948264	0.253380	0.896453	0.388146	-0.392533	0.821685	0.843024	0.121800	-0.336577	-0.255246	-0.413729	-0.543069	-0.129064	0.845861	-0.337423	0.439408	-0.755464	0.166646	-0.295947	-0.971247	1.026108	-0.474017	0.278558
-0.229282	-0.062690	0.127979	-0.087990	0.020489	-0.537984	-0.035903	-0.329881	0.480097	0.263721	0.227031	0.038158	-0.412294	0.512015	-0.133712	-0.850953	0.203454	-0.542766	-0.107326	-0.513038	-0.085445	-0.541354	0.030115	0.375627	-0.211865	-0.170251	-0.949329	0.212606	-0.023267	-0.130955	-0.464289	0.158394	-0.468190	-0.065221	0.401946	0.177642	0.368968	0.493709	-0.086199	-0.181051	-0.258864	0.177013	-0.461820	0.401656	0.269816	0.526673	0.302947	-0.126534	-0.825883	0.234944	-0.573090	-0.185892	-0.290261	-0.593588	0.369120
0.088027	0.225525	0.233085	0.090081	0.112650	-0.696550	-0.420569	0.194377	0.700494	0.252685	1.174883	0.761829	-0.014598	0.291929	-0.460236	-1.080767	-0.300452	-0.856986	-0.681852	-1.013764	0.441912	-0.734446	-0.379712	0.691926	0.147267	0.066106	0.348971	0.052662	0.794356	0.100602	-0.281868	0.005722	-0.027497	0.092923	-0.035031	-0.199064	0.912242	-0.055563	-0.763006	-0.628786	-0.645933	0.448627	-0.177024	0.592332	0.567586	-0.340723	0.965107	-0.328111	-0.319615	-0.318586	-0.459520	0.468221	-1.394619	-0.573924	0.114301
-0.172296	-0.183732	-0.437803	-0.156685	-0.407562	-0.722265	-0.462959	0.133392	-0.052331	-0.472349	1.197404	0.414022	0.126280	-0.443980	-0.612332	-0.676439	0.012819	-0.373199	-1.018653	-1.255090	0.160637	-0.401864	-0.587989	1.355461	0.213128	0.168134	1.126707	-0.468892	0.674679	0.337308	0.221501	0.355921	-0.204754	0.086436	-0.217239	-0.127149	0.536332	-0.777521	-0.636990	-0.802120	-1.122539	0.343597	0.236538	-0.128293	0.598678	-1.077220	1.528097	0.072980	0.222090	-0.996596	0.116057	0.850099	-2.041496	-0.759641	-0.168265
-0.674745	-0.707390	-1.160503	-0.409594	-0.645617	-0.230572	0.250812	-0.665500	-0.912922	-1.088060	-0.049127	-0.508249	0.255011	-1.071290	-0.610961	-0.187798	0.944336	0.243540	-0.829983	-0.626686	-0.331960	0.158727	-0.355500	2.108281	-0.182531	0.349292	0.488373	-0.951898	-0.359400	0.116490	0.089227	1.166092	-0.837352	-0.322148	-0.212316	0.617015	-0.457347	-1.248111	0.208095	-0.310060	-0.991726	0.208329	0.516677	-0.963536	0.388074	-0.876461	1.852123	0.743490	0.367278	-0.995586	0.772003	1.135772	-2.008768	-1.015402	-0.106869
-0.902294	-0.578239	-1.355178	-0.554576	-0.352322	0.283664	1.137560	-1.349629	-0.869637	-0.910505	-1.391092	-0.954449	0.279976	-0.970421	-0.469269	0.042946	1.599414	0.362141	-0.316373	0.196144	-0.559048	0.390022	0.188209	2.242169	-0.548926	0.546784	-0.709618	-0.921011	-1.059307	-0.139253	-0.401984	1.710440	-1.244148	-0.579338	-0.194203	1.389706	-1.131765	-1.098737	0.973084	0.477741	-0.103179	0.460186	0.625049	-1.009195	0.179388	0.154294	1.656402	1.030635	0.226791	-0.369226	0.877195	1.193197	-1.258356	-0.881801	0.253376
-0.692005	0.269266	-1.107153	-0.742322	-0.111817	0.100034	1.214651	-1.103584	0.039770	-0.180516	-1.386305	-0.523211	-0.141244	-0.192409	-0.081823	-0.014708	1.343567	0.031616	0.057679	0.002917	-0.679669	0.051233	0.418081	1.425136	-0.433742	0.563126	-0.958722	-0.328301	-0.487637	0.121645	-0.189383	1.279337	-0.984852	-0.169888	-0.249341	1.295597	-0.920815	-0.489836	0.852482	0.647891	0.935241	0.986337	0.636553	-0.215102	0.174802	0.953194	0.885033	0.603853	0.170237	0.103179	0.295566	0.849948	-0.350398	-0.262785	0.544625
-0.278435	1.098572	-0.768079	-0.865873	-0.310146	-0.518213	0.416700	-0.153200	0.769706	0.342374	-0.113603	0.146624	-0.828282	0.572272	0.321362	-0.305381	0.482218	-0.215927	0.083057	-1.110025	-0.886392	-0.519113	-0.062488	0.253915	-0.106774	0.435026	-0.131717	0.299191	0.732096	0.503530	0.729362	0.089396	-0.304526	0.561885	-0.275674	0.268375	-0.158356	0.072670	-0.075928	-0.134138	1.372340	1.193515	0.486222	0.573231	0.226117	0.680950	0.081985	-0.203233	0.265719	0.041696	-0.312955	0.485902	-0.108416	0.280992	0.493384
