X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
0.048700	0.003048	0.027271	-0.019415	0.015030	-0.037496	0.075707	0.001905	0.132878	0.067426	0.174455	0.025575	-0.007273	-0.054207	-0.034753	-0.096590	0.017633	0.041958	-0.317896	-0.227145
-0.399972	-0.745989	-0.245154	-0.100883	-0.456728	0.088244	-0.044819	0.053097	-0.164185	0.738069	0.426971	0.314237	-0.175894	0.341615	-0.396311	-0.338098	-0.451002	-0.398815	-0.716183	-0.236575
0.012857	-0.344745	0.207695	0.396517	0.068535	0.323230	0.467821	0.508074	-0.076179	0.404494	0.788778	0.516679	-0.248572	0.392326	-0.196426	-0.055786	-0.208580	-0.173498	-0.392981	0.075573
0.709288	0.696693	0.723830	0.781763	0.781953	0.242847	0.934093	0.811795	0.149350	-0.437070	0.776849	0.436635	-0.062679	0.106185	0.163761	0.338775	0.339342	0.332223	0.446615	0.347196
0.533607	1.024483	0.344561	0.210258	0.324375	-0.395634	0.388125	0.273799	0.114859	-0.527436	0.087858	0.065210	0.325784	-0.143028	-0.003751	0.172053	0.355116	0.337423	0.873228	0.038373
-0.465705	0.391195	-0.480371	-0.740332	-0.949490	-0.977357	-0.736203	-0.704431	-0.050433	0.289537	-0.604924	-0.243064	0.526374	-0.044823	-0.513707	-0.367013	-0.107821	-0.090692	0.334858	-0.699148
-1.094180	-0.131433	-0.560543	-0.873339	-1.426809	-0.849750	-1.112504	-1.111593	-0.012016	0.872211	-0.503833	-0.214722	0.330755	0.238209	-0.608993	-0.523497	-0.259793	-0.211177	-0.613233	-1.155977
-0.720842	0.257251	0.073997	-0.270697	-0.686088	-0.388949	-0.481231	-0.762419	0.129028	0.476757	0.007193	-0.095803	0.141145	0.280935	-0.186438	-0.146144	0.147378	0.183327	-0.870558	-0.939559
-0.064298	1.037541	0.199804	-0.120675	-0.066280	-0.436482	-0.020740	-0.467847	0.033443	-0.281163	-0.168482	-0.295457	0.419133	-0.007448	0.056013	0.133648	0.447992	0.455160	-0.130049	-0.354760
-0.098312	1.052869	-0.656502	-0.825120	-0.579370	-0.955136	-0.632063	-0.829969	-0.267644	-0.497713	-1.124239	-0.713171	0.811440	-0.299327	-0.308624	-0.159164	0.042733	0.050523	0.609195	0.015920
-0.744299	-0.085262	-1.486974	-1.436646	-1.442093	-1.074402	-1.687701	-1.460233	-0.390355	-0.200401	-1.586792	-0.801824	0.455544	-0.390338	-0.848722	-0.748429	-0.764791	-0.771246	0.226714	-0.111057
-0.974071	-1.385331	-1.282773	-1.100291	-1.302105	-0.418102	-1.880369	-1.488562	-0.092772	0.063086	-0.583217	-0.295610	-0.685580	-0.445019	-0.893974	-1.000812	-1.113470	-1.257869	-0.936864	-0.463868
-0.081065	-1.382253	-0.371080	-0.167325	-0.184400	0.338182	-0.871398	-0.556753	0.489227	0.190052	1.113730	0.431500	-1.480235	-0.609601	-0.332044	-0.614498	-0.570803	-0.944838	-1.302412	-0.423309
1.314331	0.076374	0.156139	0.412232	0.606288	0.410518	0.354355	0.749362	0.910710	0.315121	1.747516	0.780341	-1.104144	-0.794607	0.371371	0.105932	0.342028	-0.071071	-0.119997	0.297086
1.747938	1.240525	-0.145620	0.262625	0.335506	-0.061477	0.715503	1.418642	0.632178	0.108045	0.662088	0.507554	-0.270210	-0.962982	0.725557	0.533035	0.649582	0.638915	1.328696	1.099002
0.650875	0.409903	-0.650181	-0.137623	-0.169659	-0.217426	0.280740	1.088336	-0.422920	-0.753551	-0.839890	-0.114562	-0.211261	-1.168867	0.666529	0.362284	0.048862	0.655154	1.292033	1.041725
-0.648542	-1.653731	-0.508836	-0.109587	0.301871	0.436580	0.051654	0.523925	-1.368605	-1.563300	-0.960083	-0.579810	-0.817288	-1.147352	0.546576	0.028594	-0.560804	0.217219	-0.049998	0.170872
-0.308409	-2.360397	0.325423	0.453540	1.615314	1.376776	0.605322	0.696483	-0.999683	-1.099961	0.485112	-0.603314	-0.783279	-0.407744	0.733028	0.253211	-0.011669	0.117862	-0.706451	-0.242270
