X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
0.332469	0.310332	-0.370283	-0.389266	-0.298173	-0.394523	0.105713	-0.137908	0.069357	0.013198	0.639121	0.493252	-0.009070	0.173654	-0.023789	0.110945	0.090199	-0.326955	0.315410	0.291263
0.223901	1.083820	-1.053867	-0.562650	-1.032164	-0.204940	-0.188463	-0.837618	-0.242346	0.658252	1.897666	1.620554	-0.275033	0.607057	0.362118	0.392191	-0.111319	0.909562	-0.739924	-0.771521
0.240236	1.175848	-0.989866	-0.563568	-0.317434	0.458446	0.303353	-0.439817	0.097444	0.856690	2.170972	1.729479	-0.912547	0.407665	0.180538	0.825605	0.373117	1.481164	-0.584115	-0.470850
0.037785	0.356078	-0.377843	-0.378441	1.188854	1.243972	1.106242	0.595060	0.809454	0.414163	1.390341	0.956434	-1.997487	-0.232059	-0.660254	1.102035	1.150462	1.287071	0.668585	0.942906
-0.716216	-0.907466	-0.056802	-0.146762	1.532304	1.370749	0.956970	0.797099	1.036608	-0.558984	0.311231	0.309422	-2.912085	-0.534070	-1.666179	0.671207	1.115098	0.785029	1.694469	1.989439
-1.622818	-1.703960	-0.480575	-0.030169	0.070864	0.714129	-0.494865	-0.397828	0.441127	-1.702224	-0.277028	0.420992	-2.676850	-0.181636	-2.198039	-0.535292	-0.106319	0.498812	1.415243	1.699046
-1.841529	-1.434699	-1.274538	-0.048769	-1.608927	0.076359	-1.960724	-1.866075	-0.377242	-2.469360	-0.086307	0.970021	-1.165645	0.165784	-2.092615	-1.786187	-1.449359	0.572038	0.196876	0.481749
-1.108746	-0.396956	-1.653494	-0.005726	-1.574907	0.261322	-1.846116	-2.074461	-0.530920	-2.350717	0.678820	1.322843	0.400407	-0.344452	-1.716067	-2.130728	-1.456611	0.742988	-0.542358	-0.615877
-0.059808	0.501278	-1.080666	0.326636	0.267030	1.148488	-0.093828	-0.755747	0.227840	-1.286959	1.468948	1.272245	0.784317	-1.576322	-1.315896	-1.262163	0.081275	0.708915	0.090135	-0.966780
0.549353	0.645952	0.290821	0.844369	2.216132	1.861912	1.724626	0.932969	1.203323	0.111974	1.574063	0.937873	0.298626	-2.352223	-0.594769	0.254482	1.825537	0.491243	1.414352	-0.577516
0.577949	0.210120	1.592859	1.077570	2.604576	1.718193	2.164317	1.697838	1.381620	0.903664	0.634052	0.395776	0.295166	-1.736757	0.712789	1.478627	2.264670	0.384295	1.852429	0.243554
0.285440	-0.298139	1.887127	0.752278	1.263229	0.878146	1.365040	1.292854	0.448519	0.526360	-0.868050	-0.230952	1.140877	-0.188736	1.998551	1.701829	1.153970	0.550585	0.664138	1.071390
-0.218927	-0.717820	1.147175	0.287585	-0.532310	0.138618	0.556065	0.463777	-0.838762	-0.678554	-1.926472	-0.631298	1.614177	0.836801	2.109297	0.800703	-0.468148	0.799579	-1.143732	1.447322
-0.863654	-1.142445	0.342408	0.359637	-1.296112	0.135030	0.442681	-0.085609	-1.371401	-1.631978	-1.897495	-0.563678	0.715114	0.460009	0.740965	-0.605819	-1.368354	0.867822	-1.817509	1.151458
-1.195531	-1.328827	0.257590	0.965138	-0.671327	0.715226	0.589710	-0.399535	-0.755890	-1.396578	-0.922653	-0.099113	-0.727402	-0.691150	-0.925518	-1.366806	-1.036712	0.826689	-0.770727	0.426486
-0.743711	-0.822874	0.672290	1.379612	0.377491	1.149529	0.378025	-0.764601	0.345574	-0.077765	0.266805	0.440749	-1.086215	-1.282039	-1.378654	-0.690722	0.108032	0.979636	0.748136	-0.190605
0.124442	0.157282	1.038694	1.154621	0.800253	0.979182	-0.032466	-0.878189	0.870887	1.208112	0.759627	0.655336	-0.188899	-0.819894	-0.422143	0.881650	1.070099	1.273440	1.156545	-0.247317
0.351838	0.558708	1.296542	0.658685	0.653573	0.497972	-0.041749	-0.206200	0.363565	1.410990	0.139873	0.348286	0.448178	-0.085800	0.652165	1.774523	1.070536	1.123355	0.465126	0.358651
-0.516340	-0.342258	1.498005	0.427719	0.744316	0.319631	0.450982	0.929165	-0.604513	0.591101	-0.946515	-0.173507	-0.246102	-0.006053	0.557428	1.043982	0.308425	0.191359	0.096898	1.256486
-1.679084	-1.907361	1.299420	0.440791	1.350728	0.639168	0.881202	1.476621	-1.038073	-0.206305	-1.342283	-0.308642	-1.409696	-0.432692	-0.549502	-0.493811	-0.241950	-0.857554	0.803077	1.716510
-2.075568	-2.678452	0.453136	0.314014	1.815557	1.033037	0.716458	1.084249	-0.577112	-0.117668	-0.695404	0.162859	-1.443929	-0.358513	-1.320324	-1.215311	0.014431	-0.939643	1.610765	1.199165
-1.655080	-1.895377	-0.660268	-0.112244	1.408198	0.893458	0.049545	0.649462	0.149869	0.626686	0.248646	0.815583	-0.160776	0.715536	-0.865099	-0.612961	0.586992	0.047052	1.240769	-0.025967
