X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20
0.137760	-0.024296	0.052570	-0.074619	0.219549	-0.008802	0.217565	0.086542	0.096327	-0.004807	0.164678	0.233248	0.056059	-0.032118	-0.058593	-0.136671	-0.073281	-0.082102	-0.013922	-0.104271
0.032733	-0.085155	0.309891	-0.407123	0.332540	-0.101811	1.245489	0.394149	-0.720840	0.281237	1.032179	1.170915	-0.768633	-0.524422	-0.109833	-0.509879	-0.682260	-0.512790	-0.377432	-0.912950
0.431748	0.395599	0.105004	-0.298536	-0.442340	-0.552495	0.583430	0.068048	-0.742685	-0.361240	0.736344	0.436184	-0.514297	-0.202783	-0.111430	-0.333108	-0.573379	-0.358360	-0.465310	-0.986281
1.002569	0.987197	-0.435618	-0.121782	-1.300095	-1.130455	-1.116592	-0.658340	0.116760	-1.456739	-0.296261	-1.331687	0.386782	0.309989	-0.319393	-0.047232	-0.036356	0.100692	-0.327019	-0.490109
0.997230	0.788107	-0.905196	-0.523103	-0.960472	-1.249602	-1.916785	-1.100757	1.083792	-1.633205	-0.770854	-2.102926	0.752177	-0.075924	-0.876112	-0.367607	0.133335	0.151975	-0.193236	-0.125947
0.317478	-0.232047	-1.141621	-1.280916	0.225860	-0.645203	-1.225370	-0.992266	1.296153	-0.363880	-0.301996	-1.109316	0.360407	-1.050367	-1.337748	-0.995072	-0.209306	-0.299906	-0.044931	-0.050525
-0.305623	-0.965506	-1.078354	-1.345227	0.759400	0.372424	-0.186206	-0.509221	0.751009	1.318802	0.321743	0.437829	-0.009319	-1.171412	-1.087763	-0.879528	-0.498317	-0.637973	0.398862	0.298682
-0.254337	-0.504332	-0.472258	-0.187577	0.243725	1.226703	0.189016	0.170162	0.129469	1.987374	0.381791	1.089709	0.055182	0.036900	-0.135411	0.277693	-0.375382	-0.433592	1.096836	1.153751
0.200592	0.629048	0.680564	1.350875	-0.171280	1.482122	0.125007	0.851235	-0.235952	1.348193	0.006243	0.729985	0.154566	1.330075	0.886046	1.518720	-0.041654	0.071320	1.402324	1.750481
0.292829	1.070224	1.679852	1.934163	0.290725	1.066619	0.250288	1.155167	-0.575735	0.324076	-0.294041	0.247948	-0.020849	1.414353	1.427682	1.811003	0.270297	0.454531	0.803840	1.257826
-0.216930	0.346722	1.670226	1.250880	0.839398	0.310005	0.538910	0.846691	-0.871446	-0.182351	-0.319518	0.215090	-0.208022	0.533388	1.359725	1.183669	0.537541	0.592973	-0.200723	0.081911
-0.706316	-0.524996	0.704996	0.255455	0.446974	-0.243681	0.485431	0.217799	-0.701656	-0.169030	-0.224538	0.313999	-0.148753	-0.128632	0.787261	0.445803	0.616101	0.510264	-0.550948	-0.491488
-0.501521	-0.417209	-0.190154	-0.086122	-0.440818	-0.258336	-0.054708	-0.188243	-0.136077	-0.141754	-0.152016	0.056986	0.027836	-0.034434	0.042410	0.205929	0.330938	0.232723	-0.000103	0.021333
0.161316	0.382071	-0.206291	0.147486	-0.543956	0.066101	-0.596860	-0.174910	0.095581	-0.318821	-0.074382	-0.322861	0.154492	0.315547	-0.316793	0.400643	-0.010715	-0.007161	0.547011	0.703687
0.298030	0.543480	0.293627	0.231313	0.167398	0.196112	-0.596220	-0.009880	-0.268199	-0.549729	0.035027	-0.173763	0.172642	0.252156	-0.102644	0.475160	0.122638	0.106997	0.257852	0.556761
-0.630289	-0.551434	0.284185	-0.144074	0.258526	-0.127572	-0.098289	-0.038213	-0.527910	-0.712010	0.053453	0.445067	-0.131777	-0.352228	0.042620	-0.096655	0.585544	0.425027	-0.626334	-0.244802
-1.942613	-1.985393	-0.597244	-0.646743	-0.919392	-0.614056	0.322916	-0.366132	-0.147806	-0.768951	-0.146013	0.596333	-0.872912	-1.129475	-0.592304	-1.196136	0.600056	0.352615	-1.268217	-0.824529
-2.354671	-2.343256	-1.566916	-0.954132	-1.878554	-0.861483	0.243951	-0.857779	0.365429	-0.600718	-0.448065	-0.255228	-1.433380	-1.562077	-1.642167	-1.927574	-0.075386	-0.288914	-1.205976	-0.810032
-1.284249	-1.190298	-1.607908	-1.094522	-0.875596	-0.877103	-0.183578	-1.238972	0.303285	-0.189691	-0.541907	-1.316900	-0.834826	-1.272767	-1.871932	-1.385062	-0.620749	-0.794557	-0.551812	-0.526914
0.548034	0.633226	-0.610814	-1.069958	1.433013	-0.907628	-0.540159	-1.192318	-0.152700	0.108762	-0.284825	-1.360516	0.900327	-0.245775	-0.613552	0.358146	-0.157670	-0.341844	0.334635	-0.277121
1.745803	1.874720	0.594754	-0.632798	2.433288	-0.907841	-0.653506	-0.571012	-0.370070	-0.120431	0.057600	-0.303127	2.323203	1.079011	1.350259	2.140246	1.060062	0.923134	0.980100	-0.015421
