Source,Target,SourceIndex,TargetIndex,ABIDE_I_Hedges_g,ABIDE_II_Hedges_g,ABIDE_I_AbsHedges_g,ABIDE_II_AbsHedges_g,MeanAbsHedges_g,ABIDE_I_QValue,ABIDE_II_QValue,ABIDE_I_Rank,ABIDE_II_Rank,SameDirection,Replicated,ReplicationClass,ReplicatedRank
ROI_051,ROI_013,50,12,-0.08883030684254122,-0.12732475566046333,0.08883030684254122,0.12732475566046333,0.10807753125150227,0.44577980910817266,0.16210896141557984,3428,2320,True,False,not_replicated,
ROI_051,ROI_014,50,13,-0.05692876472066551,0.01960709037189558,0.05692876472066551,0.01960709037189558,0.03826792754628055,0.6541045272475671,0.8624754084971578,4932,7046,False,False,not_replicated,
ROI_051,ROI_015,50,14,0.009323023179555304,-0.1096427172937396,0.009323023179555304,0.1096427172937396,0.05948287023664745,0.9532326497402461,0.2395618808136694,7483,2914,False,False,not_replicated,
ROI_051,ROI_016,50,15,0.03783761919225629,-0.038355912377855086,0.03783761919225629,0.038355912377855086,0.03809676578505569,0.778774577968404,0.7164505700104543,5941,6138,False,False,not_replicated,
ROI_051,ROI_017,50,16,0.023648261900107135,-0.10926353769697676,0.023648261900107135,0.10926353769697676,0.06645589979854195,0.8719797359277827,0.23963491479869128,6679,2933,False,False,not_replicated,
ROI_051,ROI_018,50,17,0.09289442880986641,-0.06343145087119631,0.09289442880986641,0.06343145087119631,0.07816293984053135,0.41601440230162684,0.5279732854832939,3267,4884,False,False,not_replicated,
ROI_051,ROI_019,50,18,-0.013629767418376475,0.019366999913690012,0.013629767418376475,0.019366999913690012,0.016498383666033244,0.9279070712913071,0.8653333098907741,7261,7058,False,False,not_replicated,
ROI_051,ROI_020,50,19,-0.025137940531957805,0.046901109934250895,0.025137940531957805,0.046901109934250895,0.03601952523310435,0.8630893113890311,0.6534735342580623,6600,5682,False,False,not_replicated,
ROI_051,ROI_021,50,20,-0.07527081701286052,-0.06278798613131328,0.07527081701286052,0.06278798613131328,0.0690294015720869,0.5299648247534815,0.5332592334431223,4053,4917,True,False,not_replicated,
ROI_051,ROI_022,50,21,-0.07211801952396689,-0.19024296169063046,0.07211801952396689,0.19024296169063046,0.13118049060729867,0.5535411278349817,0.032910119294903895,4182,733,True,False,not_replicated,
ROI_051,ROI_023,50,22,0.02393566757866902,-0.07390132558159307,0.02393566757866902,0.07390132558159307,0.048918496580131046,0.8715786778366715,0.4484170721064842,6661,4434,False,False,not_replicated,
ROI_051,ROI_024,50,23,0.026201104651885795,-0.058465347511305395,0.026201104651885795,0.058465347511305395,0.04233322608159559,0.8566248630945144,0.5633493875196172,6537,5138,False,False,not_replicated,
ROI_051,ROI_025,50,24,0.09632617093074396,-0.1301669218222895,0.09632617093074396,0.1301669218222895,0.11324654637651674,0.39398607639978966,0.15123430042479252,3135,2213,False,False,not_replicated,
ROI_051,ROI_026,50,25,0.05452330224536581,-0.13679176036203633,0.05452330224536581,0.13679176036203633,0.09565753130370107,0.6682094486828279,0.13022226845568985,5043,2011,False,False,not_replicated,
ROI_051,ROI_027,50,26,0.10122030866086919,-0.1894400174395135,0.10122030866086919,0.1894400174395135,0.14533016305019134,0.3647527166376366,0.03444101360435737,2964,748,False,False,not_replicated,
ROI_051,ROI_028,50,27,0.1445940115341915,-0.1513072692148034,0.1445940115341915,0.1513072692148034,0.14795064037449746,0.16595797877695503,0.0915977445284054,1578,1581,False,False,not_replicated,
ROI_051,ROI_029,50,28,0.03843037428761685,-0.061434847505082324,0.03843037428761685,0.061434847505082324,0.04993261089634959,0.7726510129570825,0.5419259097197177,5913,4987,False,False,not_replicated,
ROI_051,ROI_030,50,29,0.04900175394071182,-0.03749832027386664,0.04900175394071182,0.03749832027386664,0.04325003710728923,0.7045455111789706,0.724347646909864,5335,6177,False,False,not_replicated,
ROI_051,ROI_031,50,30,-0.06400138962785387,-0.09750532501026765,0.06400138962785387,0.09750532501026765,0.08075335731906076,0.6096096311892385,0.3037661177930026,4561,3379,True,False,not_replicated,
ROI_051,ROI_032,50,31,-0.0704327163522889,-0.12656591816807655,0.0704327163522889,0.12656591816807655,0.09849931726018273,0.5656622008797227,0.16554829295527668,4243,2351,True,False,not_replicated,
ROI_051,ROI_033,50,32,-0.18124017859672722,-0.14401679329019076,0.18124017859672722,0.14401679329019076,0.162628485943459,0.06930837740602078,0.11103364875725599,897,1795,True,False,not_replicated,
ROI_051,ROI_034,50,33,-0.1963742891510577,-0.14613115876201016,0.1963742891510577,0.14613115876201016,0.17125272395653393,0.04485412250565811,0.10540281203565327,706,1730,True,False,not_replicated,
ROI_051,ROI_035,50,34,-0.03262716413537874,-0.10540874882529046,0.03262716413537874,0.10540874882529046,0.0690179564803346,0.8135139700478391,0.25997480352009494,6218,3089,True,False,not_replicated,
ROI_051,ROI_036,50,35,-0.06054045163456714,-0.12916479049926047,0.06054045163456714,0.12916479049926047,0.0948526210669138,0.6277930942720364,0.15754050472811504,4749,2250,True,False,not_replicated,
ROI_051,ROI_037,50,36,-0.07992860496705502,-0.0895923152258861,0.07992860496705502,0.0895923152258861,0.08476046009647056,0.5006112741780043,0.34756081837424685,3826,3727,True,False,not_replicated,
