X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110
0.232307	0.103216	-0.076661	0.080650	0.401844	0.258525	0.283704	0.221609	0.150124	-0.048678	0.361974	0.361699	0.213007	0.217614	0.001381	-0.040921	0.130550	-0.144220	0.161562	0.223318	-0.212058	-0.348538	0.028455	-0.060190	0.121066	0.065128	-0.133449	-0.074120	0.054821	-0.063535	0.168812	0.198860	0.102117	0.148151	0.268855	0.198644	0.119202	0.044692	0.119436	0.081368	0.078329	-0.072655	0.240426	0.156042	0.100819	0.211385	0.111496	0.058938	-0.089174	0.065951	0.322973	0.375694	-0.354313	-0.417898	0.088574	0.050997	-0.115276	-0.198366	-0.062591	-0.246989	0.038386	-0.120405	0.156208	0.036920	-0.150399	-0.065639	-0.504066	-0.545669	0.091949	-0.023333	0.114784	0.069373	0.043518	-0.173739	-0.129031	0.039562	0.148631	0.163721	-0.017328	-0.037196	0.384216	0.223354	0.090416	0.059111	0.120479	0.056070	0.196409	-0.331581	0.037630	-0.093218	0.163657	0.023452	0.182006	0.135078	0.154833	0.055209	0.089901	0.123908	0.098916	-0.211642	-0.061146	0.060159	0.037371	0.140786	0.050981	0.156934	0.075480	-0.092452	-0.017812	0.065327
-0.404222	-0.844347	0.629825	0.400818	0.134650	-0.601551	-0.123160	0.657357	0.273461	0.509445	-0.063317	0.318542	-0.300943	-0.318905	0.755208	-0.053415	0.245707	-0.225536	0.316812	0.027558	0.843564	0.574821	0.550986	0.286643	0.762816	0.348565	0.525971	-1.213586	1.295346	-1.037416	-0.736558	-0.664900	-0.138208	-0.339094	-1.479083	-0.605926	0.205267	0.796017	0.995207	0.407424	0.991836	1.150650	-0.757804	-0.455709	-0.277105	-0.236776	0.168062	0.457896	-0.201007	0.544676	-0.470229	-0.368642	0.201917	0.042690	0.390060	-0.130202	0.342655	0.791944	0.155023	0.461109	0.001676	0.264983	-0.722940	-0.261281	0.711906	0.218119	-0.053316	-0.247009	-0.688576	0.485325	-0.303781	-0.552050	-0.555313	-0.387299	0.851694	-0.084976	-0.318151	-1.368041	-0.080573	-0.025678	0.120943	0.164398	0.040114	0.440067	0.302908	0.205218	0.246788	0.885092	1.170356	1.411759	0.560445	0.638837	-0.479311	-1.380312	-0.315041	0.394055	0.680549	0.904560	0.195129	-0.010351	0.866153	0.931315	-0.101534	0.645190	1.039686	0.657932	-0.719281	0.322051	0.494993	-1.485725
-0.717689	-0.957279	0.594719	0.467611	-0.181585	-0.686263	-0.446886	0.716149	0.071528	0.811161	-0.597933	-0.380317	-0.316629	-0.406828	1.124811	0.088005	0.760816	-0.176506	0.670949	0.118863	0.933020	0.687417	0.740172	0.609022	0.485695	0.379817	0.473895	-1.246991	1.113752	-1.281562	-1.037049	-1.195475	0.015065	-0.329107	-1.795359	-0.780044	-0.147141	0.598065	1.348985	0.527131	1.452965	1.649843	-1.041428	-0.786717	-0.597066	-0.570700	0.389659	0.574061	-0.027463	0.291987	-0.828379	-0.653982	0.823940	0.649827	0.439911	0.064648	0.303510	0.977846	0.361474	0.817139	0.015909	0.536979	-0.535426	0.029194	0.972059	0.321403	0.309510	-0.405574	-0.735403	0.888349	-0.380952	-0.700538	-0.440977	-0.300990	0.901931	-0.302874	-0.799595	-1.258194	-0.397529	-0.137409	0.096829	0.143548	0.112716	0.664099	0.434041	0.338164	0.572643	0.904713	1.018586	1.333588	0.582025	0.872553	-0.310157	-1.425076	-0.756139	0.162939	0.689653	0.933025	0.154233	0.012273	0.995556	1.207622	-0.064882	0.710212	1.212935	0.598671	-0.897681	0.477494	0.695622	-1.517205
-0.531708	-0.274662	0.186066	0.327559	-0.252017	0.073458	-0.410822	0.580303	-0.191383	0.898390	-0.943920	-1.088708	-0.034861	-0.166476	0.869994	0.408517	1.022997	0.165594	0.854811	0.373217	0.273105	0.370085	0.625399	0.745272	-0.231582	0.308922	-0.085115	-0.173123	-0.253033	-0.689786	-0.475918	-1.034835	0.309276	-0.011651	-0.704297	-0.385975	-0.477284	-0.082899	1.176126	0.661327	1.362672	1.324724	-0.367355	-0.568763	-0.531013	-0.525455	0.866916	0.817327	0.380465	-0.501789	-0.779540	-0.498098	1.395222	1.293513	0.512856	0.658006	0.030488	0.481583	0.584085	0.756450	0.234017	0.655500	0.451550	0.688323	0.782701	0.389054	0.600086	-0.638235	0.031033	0.963174	-0.003174	-0.259807	0.376247	0.037229	0.172990	-0.349392	-1.018815	0.227191	-0.765233	-0.243551	0.327343	0.131045	0.160184	0.569616	0.375964	0.360487	0.854109	-0.094847	-0.043842	0.101113	0.255410	0.653353	0.551358	0.062115	-0.801242	-0.379763	0.337756	0.245001	0.021597	0.047689	0.504567	1.013946	0.218402	0.356000	0.551442	0.070384	-0.474642	0.563605	0.601877	-0.287404
-0.003110	0.362284	0.315280	0.263556	0.211319	1.024044	0.132374	0.647583	0.010730	1.003036	-0.621339	-0.717930	-0.008350	-0.065360	0.248212	0.776663	0.251583	0.660485	0.472585	0.456664	-0.138691	0.494163	0.473625	0.595828	-0.231942	0.461878	-0.295191	0.859811	-1.247547	0.138504	0.612142	-0.268366	0.211778	0.038280	0.400798	-0.083006	-0.092213	-0.132760	0.845815	1.004924	0.949809	0.701005	0.682718	0.065138	0.042375	-0.043165	1.322846	1.463606	0.656412	-0.995876	-0.627433	-0.333065	1.621555	1.516780	1.005430	1.318614	0.217154	0.176704	0.856273	0.540815	0.653011	0.643632	0.954347	0.910356	0.684294	0.685028	0.890311	-0.156304	0.956871	0.556399	0.495370	0.389513	1.212813	0.300729	-0.297382	0.111254	-0.666524	1.338160	-0.722920	-0.167192	0.568453	0.074719	0.006648	0.180311	0.107641	0.209483	0.635126	-0.861610	-0.499366	-0.513468	-0.074586	0.299914	1.133876	1.619373	-0.276705	-0.518469	0.341970	-0.351859	0.034372	0.440479	0.258465	0.922412	0.599790	0.076398	-0.138417	-0.246872	-0.039947	0.900739	0.493741	0.588655
0.381535	0.241771	1.043805	0.440269	0.881643	1.399481	0.752591	0.796906	0.687267	1.175349	0.358768	0.497919	-0.297284	-0.254187	0.031795	0.952724	-0.972212	0.762804	-0.071752	0.316446	0.205388	0.980300	0.402168	0.365683	0.583079	0.789761	0.293166	0.694709	-0.802101	0.494156	1.441552	0.351842	-0.243986	-0.310797	0.262382	-0.339588	0.711545	0.509292	0.571829	1.144935	0.476119	0.359952	1.008691	0.431400	0.599801	0.423652	1.194381	1.755105	0.521591	-0.722062	-0.465963	-0.484804	1.287338	0.931363	1.656827	1.647826	1.014857	0.664070	1.138204	0.533762	0.948043	0.567342	0.286891	0.368649	0.774746	1.144860	1.138997	1.035902	1.270423	-0.152513	0.536981	0.653935	1.410034	0.237905	0.207869	0.828890	0.123230	0.932283	-0.162230	0.002699	0.521195	-0.007959	-0.160407	-0.159010	-0.077302	0.017160	0.141579	-0.577637	0.348760	0.292307	-0.125359	0.243318	0.781972	1.698092	0.254550	-0.071736	0.878512	-0.139301	0.330676	1.128738	0.673169	1.101761	0.786390	0.289827	-0.062856	0.118825	-0.090856	1.350036	0.482041	0.106258
0.194711	-0.488124	1.428214	0.680458	0.940768	0.905317	0.701161	0.446947	1.245147	1.170829	1.261699	1.116593	-0.394594	-0.398741	0.729665	0.684081	-1.171489	0.178410	0.052844	0.235921	0.924007	0.906545	0.296180	0.357121	1.076641	0.817507	1.221036	-0.606970	0.593986	0.243819	1.356700	0.148881	-0.427226	-0.586281	-0.950331	-0.867474	0.870453	0.831300	0.234564	0.488926	0.052013	0.392126	0.065845	-0.017570	0.517195	0.351314	0.363386	0.804350	0.142049	0.011601	-0.146017	-0.780169	0.513056	-0.141097	1.623845	1.423631	1.732734	1.595542	1.251569	0.854772	0.806637	0.517805	-0.735908	-0.246261	0.703645	1.336062	1.166551	1.882838	0.802766	-0.727466	-0.013250	0.302714	0.853823	-0.124335	1.265146	0.955790	0.817022	-0.379336	0.471646	0.036754	0.135521	-0.007338	0.030075	-0.055143	0.159507	0.031241	0.058417	0.352136	1.514568	1.471965	0.112887	0.576154	-0.023474	0.280741	0.073737	0.397216	1.188208	0.675135	0.625316	1.485701	1.204812	1.076085	0.634705	0.732337	0.668503	0.753916	-0.497996	1.379103	0.281828	-1.078680
-0.446831	-1.068220	0.836201	0.678111	0.010201	-0.152065	-0.179716	-0.536585	1.211574	0.789716	1.325066	0.480468	0.001460	-0.188440	1.799542	-0.082137	0.085711	-0.547148	0.886594	0.410048	1.425848	-0.022661	0.088378	0.528080	0.472731	0.260581	1.682374	-1.783788	1.645329	-0.147446	0.384841	-0.594166	0.002154	-0.394154	-1.908830	-0.962686	0.036506	0.331459	-0.277167	-0.744536	-0.300106	0.407781	-1.377869	-0.900668	-0.097286	-0.177153	-0.459962	-0.892186	-0.042301	0.696633	0.327162	-0.724791	-0.339328	-0.783222	0.497160	0.694144	1.609003	2.062898	0.933784	1.183615	0.294371	0.516218	-0.818406	-0.093274	0.363649	0.935375	0.884423	1.499986	0.051432	-0.836488	-0.524909	-0.265834	-0.123532	-0.567452	1.765861	0.041337	1.042713	-1.200517	0.670147	-0.062235	-0.271821	0.211218	0.544460	0.465596	0.704251	0.329408	0.499037	1.045272	1.593591	1.595839	0.456491	0.910906	-0.278316	-1.168433	-0.680444	0.337158	0.461660	1.138847	0.426456	0.905557	1.059883	0.420172	0.288858	0.638423	1.141927	0.753392	-0.687421	0.723613	-0.375277	-1.584753
-0.918607	-0.967258	-0.115482	0.445031	-1.239068	-1.111746	-1.085029	-1.385552	0.728380	0.208767	0.640051	-0.329810	0.539167	0.245001	2.088416	-0.951260	1.534017	-0.565051	1.460184	0.684216	1.477817	-0.895368	-0.106730	0.505598	-0.613974	-0.514519	1.336271	-1.688940	1.659082	-0.208895	-0.789190	-0.931525	0.588122	0.085934	-1.570921	-0.331990	-0.852646	-0.241351	-0.750422	-1.486197	-0.542345	0.058484	-1.941917	-1.208167	-0.556985	-0.558064	-0.519820	-1.796772	0.111366	1.175025	0.661387	-0.077439	-0.999844	-0.482208	-0.998412	-0.170880	0.718914	1.613737	0.108722	1.034860	-0.249445	0.482351	0.141704	0.622215	0.110658	0.187588	0.447907	0.317030	-0.420577	-0.466615	-0.291423	-0.464243	-1.072955	-0.844825	1.131821	-1.140883	0.903802	-0.966551	0.390334	-0.065853	-0.292702	0.673346	0.903441	0.951210	1.043220	0.733123	0.813046	1.228532	0.495042	0.598146	0.728264	0.814983	0.213391	-1.437518	-1.122647	-0.161386	-1.002872	0.651899	-0.260494	-0.386016	0.198119	-0.521631	-0.044684	-0.264767	0.722423	-0.095604	-0.343173	-0.204675	-1.144420	-0.896855
-0.768329	-0.360700	-0.274924	0.407475	-1.694144	-1.365356	-1.119115	-1.244857	0.227681	-0.167472	0.061669	-0.035391	0.741774	0.567504	1.224925	-1.199695	1.747041	0.194017	1.068851	0.802976	1.119629	-0.756611	-0.224681	0.101456	-1.105608	-0.882822	0.486445	-0.491595	0.963741	0.091303	-1.395750	-0.449455	0.732504	0.451952	-0.203681	0.603819	-0.824830	-0.011660	-0.843581	-1.039360	-0.652239	-0.526294	-1.185281	-0.487256	-0.505445	-0.416826	-0.006831	-1.216688	0.223274	1.440477	0.676328	0.830850	-1.386576	0.276174	-1.602355	-0.577304	-0.042325	0.788922	-0.830298	0.367905	-0.517523	0.420985	0.955129	0.886583	0.230057	-0.219133	0.072709	-0.439573	-0.485080	0.173072	0.536646	-0.171015	-1.575101	-0.769408	-0.038035	-1.257556	0.682108	-0.265246	-0.029611	0.088349	0.137804	1.176819	0.882331	1.083920	0.930110	1.046911	0.620814	1.279232	-0.481801	-0.299640	0.884933	0.363233	0.613080	-0.847367	-0.775347	-0.580653	-1.909551	-0.292759	-0.708449	-1.308169	-0.551916	-0.851139	-0.316604	-1.199305	-0.150992	-0.869161	0.164289	-0.626719	-1.180610	0.187153
