X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110
-0.070897	0.046325	0.396458	0.324373	0.137543	0.298042	-0.145347	0.270230	-0.130375	0.127419	0.152167	0.134972	0.243155	0.340268	-0.008850	0.181901	0.207481	0.205954	0.198001	0.427953	-0.135614	0.118155	0.079786	0.333151	0.144000	0.189890	-0.018134	-0.116799	0.348323	-0.189500	0.277173	0.443740	0.104679	0.137019	0.289075	0.324223	-0.053134	0.123024	0.185622	0.347381	0.102793	0.444585	0.022840	0.367068	0.058458	0.171137	0.229425	0.305000	-0.254341	-0.297326	0.136744	0.242044	-0.091577	-0.175530	0.136573	0.461144	0.347920	0.461315	0.025497	0.214394	0.652601	0.460231	0.416719	0.366459	0.002131	0.313541	-0.358972	-0.112144	0.058404	-0.162734	0.283616	0.319503	0.035955	0.014110	0.417298	0.189482	0.496580	0.616493	0.170314	0.292595	0.260695	0.345113	0.295485	0.332115	0.212808	0.216929	0.250143	0.257216	0.539360	0.256378	0.212784	0.191258	0.329010	0.377294	0.007437	0.110216	0.079047	0.264673	0.289501	0.248818	-0.294607	-0.051663	-0.149418	0.213699	0.143085	0.202369	0.361895	0.109076	-0.029159	-0.081412
0.565011	0.760575	-0.223600	0.150583	0.691970	0.325419	1.053317	0.807849	1.305829	1.663648	0.689601	-0.066810	-0.070982	-0.378072	0.538204	0.850897	1.405559	1.626419	2.263444	1.627433	0.665567	1.137224	1.415908	1.287257	1.709555	1.086161	-0.150041	-0.220503	-0.101941	-0.436381	0.129765	0.005291	0.229081	0.345955	0.393225	-0.235994	-0.014106	-0.627084	0.078035	-0.134817	1.440988	-0.056422	1.283142	0.434968	0.606745	-0.301673	0.938087	0.803866	1.307704	0.801477	-0.306666	0.327827	0.935349	-0.133160	0.632810	0.142811	-0.355532	-1.012437	1.381149	0.825726	1.053085	1.159016	1.099974	0.837615	0.552248	1.292754	-1.391234	-0.634630	0.519882	0.159583	0.733648	0.605459	-0.869543	-1.760545	-0.145092	0.383996	0.332530	-0.360244	1.003173	0.117541	-0.171844	-0.777380	-0.437917	-0.315114	-0.472228	-0.376387	0.126263	0.012847	0.719746	-0.159976	-0.304727	0.368447	0.560961	0.509699	0.781842	0.433826	-0.356331	0.142953	0.405390	0.791484	-0.680877	-0.727012	-0.745541	-0.290787	0.076584	0.047736	1.217022	0.802285	-0.833027	-0.381328
0.978617	1.217972	0.060749	0.578039	0.613181	0.779522	1.230150	0.824580	1.518629	1.863393	0.863318	0.203686	0.561421	0.315376	1.108080	1.333214	1.593839	1.972761	2.375762	2.154717	1.166890	1.621815	1.681073	1.449054	2.010401	1.310483	0.061885	-0.403539	0.204458	-0.029405	-0.165712	-0.127201	0.645269	1.068158	0.740281	0.141290	0.287817	-0.045413	0.428101	0.186729	1.647756	0.233145	1.427494	0.502369	1.054901	-0.061127	1.040187	0.968440	1.649628	1.042336	0.214442	0.900063	1.090294	0.088451	1.082453	0.658913	-0.082576	-0.592353	1.566753	1.037901	1.286388	1.324168	1.285831	1.014666	1.057421	1.987187	-0.555059	-0.218924	0.755580	0.111907	0.708163	0.380560	-0.449155	-1.117672	0.386992	0.056792	0.593806	-0.661399	1.174853	-0.023714	-0.050544	-0.485279	-0.128446	0.129349	-0.161341	0.152228	0.213717	0.762464	0.940276	0.023788	-0.098473	0.859529	0.964948	0.749312	0.680567	0.220955	-0.079183	0.349226	0.959768	0.988748	-0.443895	-0.271606	-0.093286	-0.233542	0.372037	0.760284	1.325081	1.096610	-0.145996	0.261110
0.899865	1.041852	1.007906	1.301920	-0.107832	1.163813	0.314557	0.261701	0.471226	0.636939	0.620372	0.629777	1.553684	1.658693	1.516884	1.326377	0.624939	1.067517	0.699165	1.677185	1.232865	1.211890	0.807266	0.790352	0.890909	0.598148	0.428970	-0.642056	0.867865	0.556626	-0.447866	-0.115415	1.048853	1.670155	0.808012	0.887161	0.644913	1.393176	0.871889	0.939413	0.780591	1.026259	0.274340	0.252846	1.121547	0.460806	0.528754	0.675018	0.639162	0.304618	1.168395	1.393256	0.178677	0.369364	1.144569	1.559404	0.857658	1.216423	0.441207	0.619463	0.988016	0.781429	0.765537	0.719841	1.125474	1.876561	1.495819	0.709721	0.594534	-0.413184	0.266551	-0.166003	0.896087	1.246830	1.391084	-0.569646	0.905104	-0.383041	0.570298	-0.142823	0.506744	0.866140	1.028943	1.358751	0.999663	1.475695	0.457470	1.946890	1.064920	0.594953	0.750319	1.439846	1.213039	0.967856	-0.268780	-0.398931	0.704597	0.622468	1.543360	0.848738	0.293912	0.966601	1.381481	0.243476	0.780920	1.845947	0.573063	0.787749	1.515049	1.283646
0.261002	0.118996	1.602833	1.555528	-0.844326	0.650501	-0.807495	-0.488482	-0.728655	-0.895603	0.254510	0.554716	1.546314	1.745542	1.506873	0.674784	-0.613888	-0.321180	-0.917022	0.381156	0.921082	0.120012	-0.284566	-0.061352	-0.680475	-0.630900	0.511704	-0.753250	0.891875	0.367612	-0.393452	-0.258438	0.889229	1.162964	-0.008667	0.694390	0.634376	2.013268	0.661531	1.028269	-0.210505	1.244626	-1.247051	-0.515607	0.594939	0.265388	-0.021804	0.142218	-0.734155	-0.704126	1.287778	0.955575	-1.074433	0.420618	0.564136	1.667778	1.352418	2.310999	-0.952063	-0.231144	0.005130	-0.172625	-0.079457	0.147072	0.469083	0.731706	2.427116	0.913816	0.137169	-1.009145	-0.074410	-0.408347	1.478017	2.436583	1.395594	-0.835248	0.624233	-0.147251	-0.271198	-0.271063	0.905225	1.766189	1.878558	2.103650	1.878380	2.154729	0.576621	2.093520	0.917063	0.857816	1.412592	1.486238	0.866874	0.926797	-1.183650	-0.832962	1.190253	0.606209	1.444273	0.629179	0.824826	1.676527	2.133388	0.525978	0.857055	2.096873	-0.389025	0.134506	2.344450	1.499767
-0.536607	-1.054421	1.343554	1.193351	-0.976274	-0.626125	-1.215381	-1.035477	-1.012892	-1.578161	0.127161	0.015029	0.362585	0.235767	1.035434	-0.302503	-1.020336	-1.247938	-1.221253	-1.131318	0.397014	-0.817085	-0.734782	-0.635766	-1.617380	-1.513457	0.303814	-0.510942	0.068017	-0.529263	0.009682	-0.471193	0.138518	-0.245611	-1.237834	-0.529676	0.256961	1.126512	-0.202184	0.120428	-0.733733	0.331519	-1.938589	-1.387683	-0.323709	-0.741351	-0.102254	-0.192810	-1.393036	-1.155498	0.410155	-0.138103	-1.624569	0.181701	-0.301853	0.666996	0.960299	1.724348	-1.390397	-0.930728	-1.173729	-1.051717	-0.469596	-0.146433	-0.434992	-0.761373	1.259247	0.065125	-0.256820	-1.065212	0.046732	-0.141113	0.393721	1.092923	0.196920	-0.511362	-0.134097	-0.284120	-0.653286	-0.405944	0.856088	1.524310	1.659607	1.717292	1.607378	1.345680	0.379762	0.795800	0.523692	0.587936	1.183856	0.730606	0.130543	0.623183	-1.257084	-0.755355	1.026005	0.506952	0.672560	0.462338	0.696768	1.310428	1.480376	0.301829	0.656876	1.221202	-0.732384	-0.290212	1.600758	0.865870
-0.820132	-1.712635	0.715857	0.802596	-0.514619	-1.511486	-0.798150	-1.302266	-0.363345	-1.202426	0.324931	-0.218505	-0.667764	-1.166711	0.338397	-0.969382	-0.431997	-1.335640	-0.759397	-2.159687	-0.127743	-0.870766	-0.616270	-1.040135	-1.616538	-1.479815	0.258702	0.081130	-0.791202	-0.992549	0.353149	-0.480083	-0.647133	-1.276472	-1.628270	-1.384677	0.024223	-0.118960	-0.777506	-0.841763	-1.014693	-0.985367	-1.443093	-1.672601	-1.110685	-1.484597	0.183971	-0.059046	-1.130630	-0.907091	-0.349581	-0.710633	-1.162581	-0.043544	-0.709703	-0.460496	0.336261	0.575603	-0.710381	-1.031718	-1.772439	-1.559521	-0.046964	0.190688	-0.637994	-1.418104	-0.415608	-0.731221	-0.372693	-0.558627	0.416571	0.174431	-1.340177	-0.903898	-0.850556	0.020505	-0.585211	-0.517076	-0.415980	-0.478889	0.704315	0.852863	0.743610	0.794142	0.490907	-0.196930	-0.013784	-0.654476	0.073570	0.219051	0.220125	-0.274737	-0.231706	0.366210	-0.541338	-0.376624	0.657693	0.647989	-0.137924	0.250556	0.210936	0.617570	0.315164	-0.151784	0.526457	0.087833	-0.269232	-0.255264	0.363502	0.324501
-0.254776	-1.468940	0.434523	0.777224	0.002137	-1.197890	-0.145342	-1.304033	0.404212	-0.376337	0.588421	0.277912	-0.466441	-1.047802	-0.253121	-0.927854	0.173869	-0.816907	-0.684519	-2.220551	-0.388162	-0.178762	-0.533793	-1.411450	-1.089039	-0.710488	0.597503	0.690570	-0.897366	-0.399335	0.372924	-0.347274	-1.016616	-1.263152	-0.738998	-0.835599	0.292903	-0.291762	-0.318401	-0.780232	-1.303227	-1.379886	-0.443547	-1.148264	-1.339110	-1.014202	0.347170	0.367955	-0.486715	-0.472111	-0.256632	-0.308840	-0.419482	0.083603	-0.321453	-0.612580	0.232573	0.306558	0.141919	-0.614587	-1.492251	-1.599158	0.608789	0.763232	0.160944	-0.770587	-0.508736	-0.361029	-0.324310	-0.146602	0.550269	0.123846	-1.965707	-0.910083	-0.615337	0.436448	-0.308081	-0.349808	-0.072528	-0.361073	0.887018	0.561712	0.020711	0.217999	-0.412828	-0.998723	-0.316262	-0.808968	-0.336305	0.068608	-0.674591	-0.689902	0.140504	0.404453	0.240028	-0.021273	0.619686	0.676998	-0.635882	-0.061156	0.037672	0.409159	-0.273775	-0.389993	0.405512	-0.542929	0.382076	-0.117446	-0.098071	0.163644
0.759869	-0.538995	0.591032	0.757903	0.199453	-0.206366	0.247185	-0.867239	0.675317	0.291638	0.582683	0.918465	0.404250	-0.051020	-0.526321	-0.369691	-0.191688	-0.089689	-1.060421	-1.281585	-0.140529	0.483237	-0.585507	-1.338649	-0.473865	0.205871	0.981175	0.989449	-0.288722	0.421967	0.422953	-0.377634	-1.092750	-0.914390	0.374365	0.371407	0.713201	0.496466	0.737424	0.216607	-1.230919	-0.332103	0.219635	-0.185027	-0.972673	0.366537	0.185719	0.644164	0.056429	-0.223705	0.077772	0.167651	-0.220164	0.530405	0.452363	0.206437	0.584666	0.868876	0.322964	-0.057051	-0.728092	-1.074666	0.592506	0.754924	1.122770	0.374392	0.984195	0.798576	-0.179063	-0.151277	0.323855	-0.029002	-0.963150	1.139928	0.490750	0.890809	0.275457	0.410070	-0.172426	0.040244	1.264377	0.458254	-0.146915	0.084355	-0.477826	-0.539454	-0.400208	0.232527	-0.778168	-0.161125	-0.942642	-0.368987	0.648746	0.553139	0.553603	0.298843	0.838075	-0.039769	-1.025765	-0.324255	0.462407	0.496449	-0.365232	-0.279143	-0.060320	-0.829021	0.504998	-0.182684	0.109946	-0.362183
1.407325	0.488057	0.662570	0.166200	0.278867	0.285585	0.441166	0.060197	0.610639	0.655162	0.228812	0.846707	0.563275	0.250252	-0.542919	0.087366	-1.352372	0.546947	-0.976092	0.094855	0.577208	0.608448	-0.273560	-0.399519	0.117913	0.865129	1.044943	1.047062	0.408367	0.339448	0.984789	-0.577273	-1.242367	-1.090398	0.459562	0.685458	0.607403	0.868464	1.276119	1.046333	-0.384499	1.231110	0.416490	0.728905	-0.353969	1.480242	-0.024544	0.533039	0.413356	0.040348	-0.224198	-0.227398	-0.431215	0.908435	0.969536	0.984870	0.767473	1.090389	0.033366	0.417852	-0.096436	-0.058278	-0.232846	-0.089517	1.200669	0.765080	2.102060	1.313507	0.266340	0.076624	0.091962	0.262357	0.534504	2.779351	1.151497	1.583237	0.515731	1.424183	-0.623060	0.630695	1.235285	-0.128059	-0.198857	-0.196156	-0.105538	0.242568	-0.419043	1.022048	-1.322407	-0.832545	-0.806580	-0.027216	0.439347	0.378360	0.582914	0.790236	0.834821	-1.305170	-1.543118	-0.454175	1.091375	0.243386	-0.729876	-0.019284	-0.750513	-1.277593	0.007155	-0.214353	-0.009130	-1.623126
