graph,ARI,NMI,completeness,edges_nonzero,homogeneity,mean_degree,neighbor_label_purity,nodes,purity,same_to_different_edge_weight_ratio,silhouette_embedding,weighted_same_label_fraction
current_sex_fiq_piq,-0.0030710520568518686,0.005442338166903485,0.006910711109796173,10874,0.004488608372560532,24.969001148105626,0.5516939163208008,871,0.5373134328358209,1.2306188344955444,0.1976662427186966,0.551693856716156
deepasd_like_equal_multiview,-0.0014800061230760353,0.0012060697545927062,0.0012573564442465808,36390,0.0011588029913305487,83.55912743972445,0.5096787214279175,871,0.5373134328358209,1.0394792556762695,0.4034368097782135,0.5096787214279175
